ResNet-PA1-2-512 loss,ResNet-PA1-2-512 acc
0.43572842989761806,0.8675540520840137
0.3812986504139138,0.8768201206235048
0.33421752323191173,0.8929989704543623
0.3154740483270075,0.8935872921874933
0.2996002272799324,0.8994705103691719
0.28303745245430323,0.9072657743873518
0.279112017216937,0.9059420502489148
0.2687356322039434,0.9088101190738002
0.2626768963698833,0.9096190615653431
0.26025347240024815,0.9124135901724911
0.2528740930209214,0.9148404176471198
0.24882505562335608,0.9163112221771977
0.24359131571777184,0.9177084865421385
0.24030684793384693,0.9204294749315495
0.2359564503114317,0.9203559346349122
0.2327832484713441,0.9203559347050455
0.23062039719975894,0.921091336899951
0.2285172533929339,0.9224886012736586
0.2260885792274145,0.9223415207505173
0.22507802566428767,0.9223415207505173
0.2221867007183264,0.9240329460214738
0.21618905225265972,0.9287395205177232
0.21620491285883586,0.9255037505515517
0.21571215435452698,0.9248418885130166
0.21956763085038683,0.9232240034685641
0.21208339972701787,0.9270480953081336
0.21457880953139707,0.9283718193852037
0.21509378602757562,0.9265333137226063
0.212312982636947,0.927636417058798
0.20853903027288895,0.9283718193852037
0.20944946097843717,0.9269745550816296
0.20828734473564342,0.9286659802298526
0.20953341607338086,0.9271951756997746
0.21098374038417472,0.9271951757611413
0.20888987980571488,0.9271951756997746
0.20083486790349508,0.9314605088983674
0.20763905617119566,0.9299897043682894
0.20651266023194478,0.9293278423297544
0.2050930672615727,0.9291072215888759
0.20188413599621358,0.9303574055008089
0.2033672514179118,0.9296220031744032
0.2053166650129357,0.9274157963792863
0.2038662202107256,0.9288866009093643
0.20107236691284994,0.9304309457273129
0.20146111264805142,0.9313869686104967
0.20371427063727873,0.9292543020418838
0.20050586216619637,0.9313134284453596
0.20040271491588152,0.9308721870863362
0.20053671687131314,0.9308721870863362
0.2004264066356616,0.9319752904926614
0.20279599092369274,0.9301367848212972
0.19919741413758632,0.9308721870863362
0.20421381453842535,0.9297690836887778
0.20215559170002936,0.9291807618153798
0.20017273927082524,0.9313869686718635
0.1999264591780195,0.9313134283839929
0.1965656455752516,0.9306515664068246
0.20043976510641925,0.9315340491248713
0.19532975215853304,0.9341079570525077
0.19687488543398154,0.9316075892900084
0.19923667691002558,0.9319752904225279
0.20300978957918536,0.9324900720080552
0.19633303283669787,0.9330783938200864
0.1975513423659737,0.9324165318429181
0.1980645007572072,0.9313134283839929
0.19666973527086395,0.9319752904838947
0.19829214031046885,0.9315340490635046
0.19794886177952262,0.9306515664068246
0.19895046068499816,0.9312398882188557
0.19610750520359962,0.9319017501960241
0.19769039695964943,0.9317546697430162
0.19901015226125,0.9307251066333284
0.1959416839197017,0.9332990144995981
0.19576376822634223,0.9328577731405747
0.19248000582797087,0.9341814972176449
0.19790501212655998,0.9330783938814532
0.19476683566201292,0.9346962788645389
0.19949458404314713,0.9327842329754376
0.1960470023951139,0.9345491983501644
0.19324872395261225,0.9346962788645389
0.19556438430687895,0.9345491983501644
0.19488977620155956,0.9338137961464922
0.19592671218948832,0.9320488307103986
0.19464565887236301,0.9336667156934844
0.19490364221531356,0.9338137961464922
0.19497917855827182,0.9333725547874687
0.19433645466826105,0.9327842329140709
0.19460551984633379,0.9335196352404765
0.19616058810719111,0.9313869686718635
0.19790603579622645,0.9330048536549492
0.19587331517965395,0.9344756581850272
0.19925449645235216,0.9330048535935825
0.19373283058827914,0.933151934107957
0.19739705080678488,0.9339608765381332
0.19302431461560865,0.9354316810682112
0.19376761367420428,0.9335931754056137
0.1970075772696338,0.9323429916164142
0.19340893251437583,0.9340344168260039
0.19253349641223202,0.9344756581236605
0.19595926501988872,0.9330783938814532
0.1933812606849071,0.9339608765994999
0.19410841623881422,0.9338137961464922
0.1958619825402802,0.9340344168260039
0.19632950338412689,0.9345491984115311
0.19479982507462923,0.9356523018090895
0.192173752964424,0.9342550375055155
0.1929190006676378,0.9332990145609649
0.191672333758497,0.9338137961464922
0.1973069164954572,0.9322694513899102
0.1946263176259319,0.9327106927489337
0.192021378814727,0.9338873363116292
0.1918329838687996,0.93528460067657
0.1946168095711742,0.932490072069422
0.19512024400874936,0.9349168995440506
0.19566830188986054,0.9350639799970584
0.19454362892531651,0.9332254743344609
0.1943094082026556,0.9341079570525077
0.195242563102316,0.9349168995440506
0.19669803456107576,0.9354316811295779
0.19421856783539745,0.9348433592561799
0.19323350837998557,0.9333725547874687
0.20043020941353243,0.9332990144995981
0.19710243885189072,0.931754669804383
0.19674489115341426,0.9345491983501644
0.19304510432164412,0.9339608765381332
0.19614197629002425,0.9347698190910428
0.19507538084807002,0.9348433592561799
0.19267596215927998,0.9338137961464922
0.19469006663561744,0.9348433593175467
0.19500203691324314,0.9341079570525077
0.19419154004610398,0.9355787615825857
0.1993199014979516,0.9342550375055155
0.1947192848413626,0.9344756581236605
0.1973460394281476,0.9348433593175467
0.19513235011652105,0.9344756581850272
0.19387940596419279,0.9344756581850272
0.1931038226018361,0.9366083247536402
0.19800212538352802,0.9332254743344609
0.19926753211100762,0.9321223708755357
0.19569396708286113,0.9337402559199882
0.19578969498606164,0.9334460950139727
0.19724689116491906,0.9340344168260039
0.19468719597260975,0.9352110604500662
0.19810902330120891,0.9338137961464922
0.1957561170556564,0.9349168995440506
0.19612354157345402,0.9342550375055155
0.2006466439886095,0.9323429916164142
0.19896531677998713,0.9339608765381332
0.1956872164245335,0.9352110604500662
0.19416556138381447,0.9334460950139727
0.19412005921804673,0.9332254743344609
0.1955799997567359,0.9342550375055155
0.20046033360615234,0.9313134284453596
0.1942583147432545,0.9347698190910428
0.19334106253585248,0.9341079570525077
0.19428562453713316,0.9341079570525077
0.1948838853171107,0.9344021179585233
0.19619496827713617,0.9327106927489337
0.19699629352531164,0.9332990144995981
0.19855072305038196,0.933887336372996
0.1975617145379513,0.9349168995440506
0.19702434393336604,0.934622738638035
0.19623877266390408,0.9334460950139727
0.19919120416303807,0.9335196352404765
0.19839349560683958,0.9346962788645389
0.19438953835592232,0.93528460067657
0.19677194711990717,0.9323429915550474
0.19788808412855383,0.9332990145609649
0.19553550036498327,0.9344756581850272
0.19860062498357112,0.933887336372996
0.19555305191598574,0.9333725547874687
0.19640896264734883,0.933887336372996
0.1951340888364558,0.9341079570525077
0.19522690912345644,0.9327106927489337
0.19839321369156493,0.933151934107957
0.2004714105905619,0.9336667156934844
0.1968542428865014,0.9344021179585233
0.19813992935084196,0.9349168995440506
0.19968166803865245,0.9333725547874687
0.20406073484647044,0.9320488306490319
0.19756883756148147,0.9334460950139727
0.19759880939854965,0.9328577732019414
0.195185473241084,0.9344021179585233
0.19936062772402843,0.9326371525224297
0.20433875701522666,0.9327842329140709
0.20410976353180743,0.9330048536549492
0.20076075330944268,0.9331519340465904
0.19940386833257318,0.9355787615825857
0.20052420978472327,0.9330048536549492
0.2037568495676397,0.9330048536549492
0.19939078670227933,0.9336667156934844
0.1981354648221883,0.9344021179585233
0.2004352688215698,0.9333725547874687
0.199872400651637,0.9335931754669804
0.19922498554201717,0.9332254743344609
0.20269479716213368,0.9346227385766682
0.19940578770963632,0.9325636122345591
0.201953410531365,0.933151934107957
0.2009715922535724,0.9341079570525077
0.19895766081913357,0.9327842329754376
0.20148426603900105,0.9319017501960241
0.20045819181134147,0.9328577732019414
0.2029232032868832,0.9327842329140709
0.19915454611149339,0.9349168995440506
0.20482698248011397,0.9336667156934844
0.19695414476899878,0.93528460067657
0.20573108605980206,0.9325636122959259
0.20046379148043997,0.9332990145609649
0.20037687044732622,0.9340344168260039
0.1994552167376594,0.9332990145609649
0.19697157847886138,0.9345491984115311
0.1999962527602407,0.9349904397091877
0.19777149640287806,0.9349904397705545
0.20007747055965147,0.9347698190910428
0.19515906047343917,0.9357258420355935
0.19578592271486098,0.9356523018090895
0.1988107660947775,0.934622738638035
0.2009080904192816,0.9356523018090895
0.20156198102503617,0.9342550375055155
0.19981045083224047,0.9336667156321176
0.19754480591101636,0.9357258419742267
0.20033372443206066,0.933151934107957
0.20474816314138583,0.9336667156321176
0.20264746998875768,0.9336667156934844
0.20061146625861304,0.9327842329754376
0.1982973967189144,0.9361670833946169
0.20156488344533546,0.9337402559199882
0.2008769259920829,0.9352110604500662
0.19747151981243088,0.9341814972176449
0.19914604471548505,0.9337402559199882
0.19532622126658308,0.9359464627151052
0.20035964549124757,0.9342550375055155
0.20379782530515705,0.9344021179585233
0.20339825463713154,0.9342550375055155
0.20343583884274613,0.9323429915550474
0.20381748869386135,0.9339608765381332
0.2020998394980003,0.9330048536549492
0.1989472689467864,0.9352110604500662
0.2056346914214143,0.9339608765994999
0.20716408383940085,0.9328577732019414
0.20876191216032633,0.9331519340465904
0.20210363577976265,0.9349168994826839
0.20210107217678025,0.9335931754669804
0.20461936962724625,0.9325636122959259
0.20291254169398468,0.9334460950139727
0.20145906810391903,0.9346962788645389
0.202320080394056,0.9327842329140709
0.20265456269766272,0.933372554726102
0.20198660572120408,0.9358729224886012
0.2047230831222344,0.932490072069422
0.20649506167072657,0.9345491984115311
