ResNet-A-2-512 loss,ResNet-A-2-512 acc
0.4304491671933411,0.8605677305573768
0.3638792398778423,0.8818943961821404
0.334424741030318,0.8913075451658725
0.31494157091670744,0.8946168554286814
0.30232787215546625,0.8978526253334861
0.2909715872776826,0.9035152227742862
0.2806214529252224,0.9055008088811248
0.2693466533499792,0.9078540961380162
0.2708483215600607,0.908957199526808
0.260055190810019,0.9119723488836012
0.24864197543113087,0.9170466244422367
0.2522954823168994,0.9153551992326471
0.24391871270387905,0.9174143256361229
0.23766316031862628,0.920429474861416
0.2380199464020755,0.9204294749315495
0.2326198952752784,0.9214590380324705
0.22844278003682386,0.921900279391494
0.23220880770572827,0.9235917046010836
0.22318753807562067,0.9246212677721382
0.22429385897556217,0.9273422562141491
0.22259127977889748,0.9254302103250478
0.2200091264485559,0.9236652448889543
0.21748644419716884,0.9266068539491101
0.21568772553244764,0.9257243711696966
0.21284814512186986,0.9274157963792863
0.21031374911347422,0.9265333137313729
0.2112785806880223,0.9270480952467668
0.21034958645984134,0.9270480952467668
0.20713349126891925,0.9289601411972349
0.205360222528403,0.9278570377383096
0.20662864079447701,0.9303574054394422
0.20466815609255334,0.9319752904838947
0.20650662843410295,0.9298426239240484
0.1997510092811017,0.9332990144995981
0.20381028025768175,0.9308721870863362
0.20499248105930148,0.9291807618767466
0.20327306133251818,0.931754669804383
0.2028722344217037,0.9305780261803206
0.19838130257663208,0.9323429916164142
0.20065761167856855,0.9305044859538167
0.1997056400976228,0.9302103249864344
0.19691639482330656,0.9330783938200864
0.1959243432336089,0.9328577731405747
0.19347654164915734,0.9335931754669804
0.195855709075805,0.9319017501960241
0.19383580925701682,0.9330048535935825
0.19344353555410043,0.9327106927577004
0.19309505986183736,0.933151934107957
0.19500643492089087,0.9336667156934844
0.19382363381495737,0.9335931754669804
0.19155779658295,0.9338137961464922
0.1929429873549065,0.9338137961464922
0.1897406086154695,0.934034416764637
0.19153264574657242,0.9341079570525077
0.1930671579289838,0.9341079570525077
0.19300054519018509,0.9342550374441487
0.19159439496300398,0.9344756581850272
0.19313475858364795,0.9332990144995981
0.19132458066735167,0.9344021179585233
0.19108164974859942,0.9335931754056137
0.1924146224837353,0.9347698190910428
0.19070915895023668,0.9335931754056137
0.19007497352010574,0.9327106927489337
0.19361195049644095,0.9323429915550474
0.18932611443204272,0.9341814972790117
0.18691003464731087,0.9363141638476247
0.185702329207552,0.9347698190910428
0.18754095195023202,0.9352110604500662
0.1899884137502925,0.9346962788031722
0.18704106436571422,0.9353581408417072
0.18951864296589324,0.9359464627151052
0.18817078298337758,0.9337402559199882
0.1901107706707056,0.9355787615825857
0.1898700811121197,0.934622738638035
0.18870242305372828,0.935505221294715
0.19061003932117065,0.9342550374441487
0.19071833743871458,0.9349904397091877
0.1898583506540413,0.9335196352404765
0.18732313004094006,0.9371966465656715
0.18974305892228677,0.9349904397705545
0.18885485409861857,0.936020002941609
0.18771501167006555,0.936093543168113
0.1874483847972277,0.936093543168113
0.18960083185407867,0.9358729224886012
0.1893682203056015,0.9344756581236605
0.18801934053541405,0.9355052213560818
0.18996318322645425,0.9344021179585233
0.1893094877529835,0.9342550374441487
0.189211697369849,0.9366818649801442
0.1910104764572556,0.9342550375055155
0.19113931506280427,0.9341814972176449
0.18833745205053024,0.933887336372996
0.18994383938563433,0.9330783938814532
0.1880492746960391,0.9346962788645389
0.18840617560927422,0.9335931754669804
0.1865170041998049,0.934622738638035
0.18927713259199838,0.9330783938814532
0.19000331652345928,0.9334460950139727
0.18983764244578555,0.9348433592561799
0.18567888220520928,0.9357258420355935
0.18399196582914695,0.9363877040741285
0.18752386048874498,0.9357258420355935
0.18982797305894558,0.9359464627151052
0.18585941206281947,0.9347698190910428
0.18432467506059058,0.9360200028802423
0.18774362911946513,0.9361670833332502
0.19138904937474074,0.9317546697430162
0.18856717344000332,0.9344021178971565
0.19000468516026742,0.9351375202235623
0.18627534931543943,0.9361670833332502
0.18493520512306824,0.9371231063391675
0.18881242557623698,0.9355787615825857
0.19055143055130863,0.9366818649187774
0.1882634616249676,0.9350639799356917
0.18305121658797,0.9368289453717852
0.1827970414445328,0.936976025824793
0.18606663850352664,0.9354316810682112
0.18707676207204832,0.9344756581236605
0.18639996827003763,0.9357258419742267
0.1884525704447847,0.9352110603886994
0.18475202990224351,0.9365347845271363
0.18606106761214505,0.9358729224886012
0.1890269041933686,0.9336667156321176
0.18735451352194768,0.9333725547874687
0.1917623522058447,0.9334460949526059
0.18748888914169398,0.9357993822007307
0.1879644475094859,0.935358140903074
0.18798463179585093,0.9358729224272345
0.18974284633856028,0.9342550374441487
0.18749437314926798,0.936240623559754
0.18921991124100448,0.9347698190910428
0.18646281515128263,0.9364612443006325
0.18789630057351836,0.9332254742730942
0.18626856823180735,0.9357258419742267
0.1867550649291313,0.9355787615212189
0.19073933210256241,0.9336667156321176
0.19067931549569092,0.933151934107957
0.18656366729402318,0.9363877040741285
0.1895944625958373,0.934622738638035
0.1877029209075421,0.9360200028802423
0.18735944676515828,0.9343285777320194
0.18625133495943863,0.934107956991141
0.18958423605345157,0.936020002941609
0.18672835143566008,0.9357993822620974
0.18629135779958644,0.9338137960851254
0.1865673157126084,0.9360935431067462
0.18466573240459272,0.9371231063391675
0.1853988845049809,0.9374908074103203
0.18718215737753202,0.9352110603886994
0.18490780458283837,0.9364612442392657
0.18652708758534992,0.9360200028802423
0.1892650607523497,0.9353581408417072
0.1879967176988951,0.9366083246922735
0.18681788811514108,0.9355787615212189
0.18636706627983174,0.9372701867921753
0.19076235731645863,0.9346227385766682
0.18603801306932705,0.9374172671838163
0.18858884776742305,0.935505221294715
0.1861395766795041,0.9357258419742267
0.18493908198265702,0.9371231062778008
0.18401327661228611,0.93528460067657
0.18731603539843455,0.9354316810682112
0.1885976189275422,0.9357258419742267
0.1861985878985206,0.936093543168113
0.18821822013692271,0.9355787615825857
0.18528693731354254,0.936093543168113
0.18803344496336383,0.9339608765381332
0.1868940399350673,0.9365347844657695
0.18533752299927406,0.936976025824793
0.18476869085517889,0.9366818649187774
0.18791549865297227,0.9365347844657695
0.18834988633478927,0.9351375201621955
0.1867792102499891,0.9352846006152034
0.18874551262802403,0.9348433592561799
0.18863684837674197,0.9357993822007307
0.18847522262063582,0.9350639799356917
0.18765289230366142,0.935505221294715
0.18785487070837464,0.935505221294715
0.18682640536157746,0.9355787615212189
0.18907325040066325,0.9350639799970584
0.18393149727316863,0.936902485598289
0.18297304917778368,0.9359464626537384
0.1821693706748494,0.9355052213560818
0.18538884927918234,0.9362406236211207
0.18776049607947462,0.9352110603886994
0.18688873010823825,0.9355052213560818
0.18462801996548925,0.9372701867921753
0.19051176577078838,0.9345491984115311
0.189487297955261,0.9356523018090895
0.18538122626843653,0.9361670833946169
0.1894728878820086,0.9349904397091877
0.186782862988355,0.9355787615212189
0.1910425709624346,0.9358729224272345
0.18814334634744626,0.9360200028802423
0.18523892276794493,0.9371966465043047
0.18769472923087607,0.9366818649801442
0.18549906225401894,0.9362406236211207
0.18438862864208067,0.9369760258861597
0.18466065246417324,0.9372701867921753
0.18668879614875833,0.9366083247536402
0.18484030786974587,0.9378585086042065
0.18591926663134323,0.9363877040127618
0.1843097572947604,0.9371231062778008
0.18457363092054654,0.937490807471687
0.18430777856180697,0.9377849683163358
0.18516511501091545,0.9380791292837182
0.18635591674129792,0.938373290128367
0.18403416444265433,0.9366818649187774
0.1839328761927423,0.9366818649187774
0.19126835028467098,0.936240623559754
0.18851959736036156,0.9366818649187774
0.18592692084872367,0.9367554051452813
0.18387550921626591,0.9370495661126637
0.18449765439911667,0.9367554051452813
0.1865596378805366,0.9368289453717852
0.1860425669476905,0.935505221294715
0.18586472681926128,0.9349904397091877
0.18641399581750748,0.9371966465043047
0.185692876586144,0.9367554051452813
0.19207526659306698,0.9359464627151052
0.18778317986878906,0.9346962788645389
0.18741359862871934,0.9365347844657695
0.18935240829695776,0.9366818649187774
0.18950622922634444,0.9360200028802423
0.19454311162829488,0.9328577732019414
0.1904499460121852,0.9356523017477228
0.1897855226823312,0.9352846006152034
0.1899700926093253,0.9358729224272345
0.19227816583102442,0.9363141638476247
0.18849315693521695,0.935505221294715
0.19184903230653438,0.934622738638035
0.19027616347279824,0.9352110603886994
0.19133034170990018,0.9351375202235623
0.18721504907237027,0.935358140903074
0.1895863038377738,0.9357993822007307
0.18844978180281782,0.936240623559754
0.19194554043806358,0.9354316810682112
0.19159979656435125,0.9348433593175467
0.1911954608355345,0.934769819029676
0.1865477384737764,0.9366818649801442
0.18841696463953767,0.9354316810682112
0.188501324974727,0.9371231062778008
0.1920076602017078,0.9349168995440506
0.1892361762502085,0.9366818649187774
0.18982481342376128,0.9366083246922735
0.190296256442704,0.9348433593175467
0.19341951929847007,0.9350639799970584
0.1888100261840948,0.9371966465043047
0.19076272523092827,0.9353581408417072
0.19139195118959135,0.9348433592561799
0.1896831370097852,0.9350639799356917
0.1895620209545857,0.9357258419742267
0.19108650458044893,0.9361670833332502
0.19358047239777182,0.935505221294715
0.1884780108374188,0.936902485598289
