Seq-3-512 loss,Seq-3-512 acc
0.6030537562900119,0.8288888888888889
0.5130560013982984,0.8561111111111112
0.43466939356591966,0.8816666666666667
0.4125956849919425,0.8822222222222222
0.37631118887000614,0.8916666666666667
0.3461619299650192,0.9022222222222223
0.34315898709827,0.9083333333333333
0.32442027966181436,0.91
0.3160732479227914,0.9088888888888889
0.3112148904138141,0.9133333333333333
0.29547370950380963,0.9177777777777778
0.29084010826216805,0.9138888888888889
0.2888199734687805,0.9161111111111111
0.2903806977139579,0.9155555555555556
0.2784543278482225,0.9205555555555556
0.2704555957847171,0.9144444444444444
0.2731335030661689,0.9194444444444444
0.27709131552113425,0.9166666666666666
0.26070512215296426,0.9183333333333333
0.26635258860058253,0.9222222222222223
0.25330790201822917,0.9233333333333333
0.2519094955258899,0.9261111111111111
0.26166791028446623,0.92
0.25429997228913837,0.9261111111111111
0.24600545750723946,0.9311111111111111
0.24268256995413037,0.9305555555555556
0.237464813027117,0.9261111111111111
0.23680755264229245,0.9255555555555556
0.24205027199453777,0.9233333333333333
0.22864240379797088,0.9272222222222222
0.24234599742624494,0.9255555555555556
0.23885795960823694,0.9244444444444444
0.23114535765515434,0.9338888888888889
0.23153288225332896,0.93
0.23346296419699986,0.9333333333333333
0.236300118499332,0.9261111111111111
0.23523887197176616,0.9322222222222222
0.23633738779359392,0.9255555555555556
0.22910223023758994,0.9333333333333333
0.22833367566267648,0.9333333333333333
0.22443880887495146,0.9327777777777778
0.21473095168670017,0.9338888888888889
0.22199222236871718,0.9355555555555556
0.23120205425553852,0.9294444444444444
0.22340903570254644,0.9288888888888889
0.22779321485095555,0.9322222222222222
0.22193518724706437,0.9283333333333333
0.21850103706121446,0.9355555555555556
0.22303803890943527,0.9316666666666666
0.21985810140768686,0.93
0.2103537903394964,0.9327777777777778
0.22396634611818525,0.9316666666666666
0.2272137838602066,0.9283333333333333
0.23046494586600197,0.9272222222222222
0.21859640104903116,0.9322222222222222
0.22825264788336225,0.93
0.22511551063921717,0.9311111111111111
0.22066038363509707,0.9322222222222222
0.21913764885730214,0.9344444444444444
0.2201163912150595,0.9288888888888889
0.21657618638541964,0.9338888888888889
0.21358830135729578,0.9361111111111111
0.2150358608365059,0.9333333333333333
0.22371247811449899,0.9333333333333333
0.21897310879495407,0.9327777777777778
0.22318542253639964,0.9305555555555556
0.21199660966793696,0.9366666666666666
0.21522820244232813,0.9327777777777778
0.210206797586547,0.9377777777777778
0.2105417777101199,0.9366666666666666
0.20692584003011386,0.9366666666666666
0.20436929158038564,0.935
0.2051585988038116,0.9366666666666666
0.21307357357607948,0.9383333333333334
0.2137472483350171,0.9372222222222222
0.21870845104257267,0.9333333333333333
0.2176188529200024,0.9338888888888889
0.20642880212929512,0.9383333333333334
0.2148746619787481,0.9333333333333333
0.20435123655531143,0.9388888888888889
0.21150868566499817,0.9383333333333334
0.22093062286575635,0.9316666666666666
0.21740313392546443,0.93
0.2153980404469702,0.9383333333333334
0.21401606917381286,0.9383333333333334
0.2188060526880953,0.9322222222222222
0.204660377436214,0.9383333333333334
0.21529791545536783,0.9316666666666666
0.21212022052870858,0.9333333333333333
0.21479650931225883,0.9327777777777778
0.21003036100003455,0.9377777777777778
0.2092528044184049,0.9338888888888889
0.21768024176359177,0.93
0.21929789081215859,0.9355555555555556
0.20626731604337692,0.9361111111111111
0.20398511154784096,0.9377777777777778
0.202005579272906,0.9394444444444444
0.21064801414807638,0.9355555555555556
0.21378967341449526,0.94
0.21038147769040533,0.9355555555555556
0.21801618998249372,0.9311111111111111
0.21476706196864445,0.9322222222222222
0.2046037665506204,0.9405555555555556
0.21234790628155073,0.9361111111111111
0.2057307582928075,0.9405555555555556
0.2026359156270822,0.9405555555555556
0.22248984835214086,0.9327777777777778
0.21339347561200459,0.9394444444444444
0.22165949111183483,0.9355555555555556
0.21564551850987806,0.9372222222222222
0.2029756817801131,0.9383333333333334
0.20821594586802852,0.9383333333333334
0.21355860685308775,0.935
0.2246152277621958,0.9338888888888889
0.21933393713500765,0.9372222222222222
0.2159487912389967,0.9361111111111111
0.21617445304989816,0.9372222222222222
0.2152721349315511,0.9361111111111111
0.21750965795583196,0.9383333333333334
0.21757591949568855,0.94
0.21540377140045167,0.9394444444444444
0.2280611471997367,0.9361111111111111
0.21887763794925477,0.9388888888888889
0.21030852538016107,0.9366666666666666
0.21102765704194704,0.9388888888888889
0.2173732714023855,0.935
0.20878670072389974,0.9366666666666666
0.21134862316979303,0.9377777777777778
0.21645075677169695,0.9372222222222222
0.20796101776262124,0.9344444444444444
0.22232750991152392,0.935
0.21648298354612455,0.9383333333333334
0.21892736077308655,0.9383333333333334
0.20776870501538117,0.945
0.2240335378713078,0.9294444444444444
0.21517676168017918,0.9344444444444444
0.2103599931216902,0.9338888888888889
0.20514040004875925,0.9383333333333334
0.21564280800521374,0.9361111111111111
0.21496692497697142,0.9327777777777778
0.21638368542823527,0.9388888888888889
0.21419874447087447,0.9394444444444444
0.21712423145771026,0.9388888888888889
0.21145861812763744,0.9377777777777778
0.2187179154240423,0.9355555555555556
0.2146813998536931,0.9388888888888889
0.2086786893837982,0.9394444444444444
0.20845009869999356,0.94
0.21453826929959985,0.94
0.20845455328623455,0.9405555555555556
0.20925455121530426,0.9416666666666667
0.21297164333363375,0.9438888888888889
0.2118131922930479,0.9405555555555556
0.21672306067413755,0.9388888888888889
0.21174678163395988,0.9394444444444444
0.20711871397164133,0.9388888888888889
0.21178371676140362,0.9394444444444444
0.21800319275922245,0.9372222222222222
0.21014272852076424,0.9394444444444444
0.21027822948992253,0.9388888888888889
0.21450129162934092,0.9394444444444444
0.2030693928566244,0.9405555555555556
0.2075558162149456,0.9383333333333334
0.20185649958749613,0.945
0.20557927259140543,0.945
0.20574643635087542,0.9433333333333334
0.20940670317245855,0.9427777777777778
0.2043126610914866,0.94
0.20630588663121063,0.9405555555555556
0.20397075579398208,0.945
0.20641610876553587,0.9405555555555556
0.20955402213666174,0.945
0.21258361966245704,0.9427777777777778
0.20600929743713803,0.9444444444444444
0.20698539511197142,0.9383333333333334
0.21734466254711152,0.9438888888888889
0.21910465048419106,0.9372222222222222
0.20787610403365558,0.94
0.20872311448885336,0.9444444444444444
0.20190623165832625,0.9422222222222222
0.20217230390343402,0.9438888888888889
0.2032778976360957,0.9438888888888889
0.20436491439739862,0.9422222222222222
0.2100442303882705,0.9438888888888889
0.21641206742988692,0.9394444444444444
0.21325500210126241,0.9411111111111111
0.2146733833435509,0.9405555555555556
0.21171510965459878,0.9416666666666667
0.21480877194139691,0.9366666666666666
0.21201391629046865,0.9394444444444444
0.20413086455729273,0.9427777777777778
0.2103963735120164,0.9372222222222222
0.20759549775057368,0.9394444444444444
0.20236639453305139,0.9405555555555556
0.21250064094033505,0.9405555555555556
0.21588606018159123,0.9366666666666666
0.22016876260439555,0.9383333333333334
0.21402782009707558,0.9411111111111111
0.21652906030416488,0.9405555555555556
0.20962702043768433,0.9388888888888889
0.20716117867992984,0.9383333333333334
0.21039112993412548,0.9394444444444444
0.21080983602338366,0.9377777777777778
0.21777685955166817,0.9377777777777778
0.20122876475254695,0.9411111111111111
0.20153481354316075,0.945
0.20816280013985103,0.9422222222222222
0.20668457109481098,0.9433333333333334
0.20251639814840422,0.9461111111111111
0.22230387488173114,0.9405555555555556
0.20612861299680338,0.9466666666666667
0.21125175246761904,0.9394444444444444
0.2111204408109188,0.9411111111111111
0.20853113828847805,0.9427777777777778
0.2132924706613024,0.9433333333333334
0.20877244422005284,0.9411111111111111
0.21088344616608487,0.9411111111111111
0.21252370985017882,0.9388888888888889
0.20523564274112382,0.9405555555555556
0.21218804441392422,0.9411111111111111
0.2140900610635678,0.9394444444444444
0.2154856946070989,0.94
0.21702485198775928,0.9388888888888889
0.20374336550633113,0.9411111111111111
0.21133032548758718,0.9405555555555556
0.21451191096670097,0.9383333333333334
0.2167443261999223,0.9383333333333334
0.21694635758383407,0.9377777777777778
0.21446778506040573,0.9422222222222222
0.20921642516636185,0.9427777777777778
0.2105433146489991,0.9438888888888889
0.21351484432816506,0.9377777777777778
0.21760359617571037,0.9427777777777778
0.21404549573858578,0.94
0.21386280215448802,0.9411111111111111
0.2112420190498233,0.9427777777777778
0.2189995332641734,0.9405555555555556
0.21603924438357353,0.94
0.2147756845669614,0.94
0.22156734143694243,0.9411111111111111
0.21729280930426387,0.9405555555555556
0.21443262081179354,0.9411111111111111
0.21145462825480435,0.9444444444444444
0.2101759509038594,0.9433333333333334
0.2206727620214224,0.94
0.21431531111399332,0.94
0.2136754166831573,0.94
0.20986925340774987,0.9416666666666667
0.21207768910461003,0.9366666666666666
0.21427684135735034,0.9394444444444444
0.21331056699570683,0.9433333333333334
0.20920177452266217,0.9438888888888889
0.21486476863423984,0.9444444444444444
0.21141137605739965,0.9427777777777778
0.19930691997624106,0.9483333333333334
0.20823311696449914,0.9455555555555556
0.21597451210435895,0.9416666666666667
0.2122801655696498,0.9438888888888889
0.2092278499652942,0.9388888888888889
0.2077635194692347,0.9438888888888889
0.20707867011841802,0.9427777777777778
0.21562263775616886,0.9388888888888889
0.21300809504671228,0.94
0.2211352189299133,0.9377777777777778
0.216957312491205,0.9405555555555556
0.21021605017284553,0.9433333333333334
0.21539299857285288,0.9433333333333334
0.21542884606040186,0.9416666666666667
0.21642410892579292,0.9433333333333334
0.217025630991492,0.9438888888888889
0.21238647732883692,0.9433333333333334
0.21181279090957508,0.9422222222222222
0.218829516582191,0.9405555555555556
0.21948676446245777,0.9405555555555556
0.22385561333762274,0.9394444444444444
0.22048582860579094,0.9377777777777778
0.21115261224822865,0.94
0.21628842662192052,0.9377777777777778
0.2185430246964097,0.9405555555555556
0.21599147866169613,0.9416666666666667
0.22190460274616877,0.9383333333333334
0.22576976018647352,0.935
0.21817406944930554,0.94
0.22607223027696213,0.9394444444444444
0.22886668710245026,0.9388888888888889
0.21569586255484158,0.94
0.22782600168552664,0.9377777777777778
0.2164288811509808,0.9405555555555556
0.22667697927190197,0.9372222222222222
0.23187713720732264,0.9394444444444444
0.22075284579561816,0.9438888888888889
0.21334900114271377,0.9422222222222222
0.21764281873487765,0.9416666666666667
0.2193127941257424,0.9394444444444444
0.22946651166925827,0.9394444444444444
0.22146533891558648,0.9377777777777778
0.22471167566047776,0.9388888888888889
0.22296821129818759,0.9411111111111111
0.23161814407755932,0.9394444444444444
0.21954974736604427,0.9433333333333334
0.22268244605511428,0.9438888888888889
0.21406470875773165,0.945
