ResNet-OG-2-1024 loss,ResNet-OG-2-1024 acc
0.5650929914580451,0.8605555555555555
0.46663754436704846,0.8844444444444445
0.4198817009396023,0.8933333333333333
0.38202836089664033,0.9066666666666666
0.34809433301289877,0.9066666666666666
0.3293002769019869,0.9111111111111111
0.31652481105592517,0.9105555555555556
0.31160396536191304,0.9122222222222223
0.29347144974602596,0.915
0.2806504828400082,0.9238888888888889
0.2609143485625585,0.9238888888888889
0.2675055451525582,0.9233333333333333
0.25737794551584453,0.9261111111111111
0.25831775897079046,0.9216666666666666
0.2547033792071872,0.9244444444444444
0.25162368430031673,0.9311111111111111
0.2348787252108256,0.9344444444444444
0.22271720892853208,0.9338888888888889
0.2207923655377494,0.935
0.2360490530729294,0.9322222222222222
0.23850284377733866,0.9294444444444444
0.22406483782662287,0.9327777777777778
0.22053096155325572,0.9305555555555556
0.22374235755867428,0.9338888888888889
0.2170921532975303,0.9338888888888889
0.22169987168576982,0.9305555555555556
0.21742525544431474,0.9366666666666666
0.20881270110607147,0.9344444444444444
0.20735092951191797,0.9394444444444444
0.20226495252715218,0.9361111111111111
0.20826320979330276,0.9322222222222222
0.20841601325405967,0.9333333333333333
0.21177980734242333,0.9333333333333333
0.21238241599665747,0.9344444444444444
0.2046339291996426,0.9366666666666666
0.2203624360428916,0.9311111111111111
0.20225571778085497,0.9394444444444444
0.21216864420308007,0.9333333333333333
0.20413228101200528,0.9322222222222222
0.20373031033409966,0.9372222222222222
0.21452236910661063,0.935
0.2097333468331231,0.9344444444444444
0.21468412035041384,0.935
0.20271826068560284,0.9361111111111111
0.2142135951254103,0.9311111111111111
0.20521519230471716,0.935
0.2019780994620588,0.9377777777777778
0.20852280103498036,0.9372222222222222
0.2183365954293145,0.9322222222222222
0.21232498586177825,0.9333333333333333
0.2139947713745965,0.9283333333333333
0.19988780197170045,0.9355555555555556
0.21017789234717688,0.9305555555555556
0.20740654004944695,0.9355555555555556
0.19833065923717286,0.935
0.20107340312666364,0.9383333333333334
0.1968583611647288,0.9411111111111111
0.1970639661947886,0.9355555555555556
0.20045196938845847,0.9327777777777778
0.2053874998125765,0.9405555555555556
0.2026090192463663,0.9383333333333334
0.20423474767141872,0.9377777777777778
0.2026644206047058,0.9388888888888889
0.19808314485682382,0.9411111111111111
0.19827855504221387,0.9394444444444444
0.20756429692109427,0.9372222222222222
0.19698022504647572,0.9433333333333334
0.2009629384842184,0.9377777777777778
0.1981764830317762,0.9361111111111111
0.19983835144175424,0.9388888888888889
0.20907074885235893,0.9372222222222222
0.20565037444233894,0.94
0.20230118441912864,0.9372222222222222
0.19785734444856642,0.9388888888888889
0.20094238743185996,0.935
0.20391444438033635,0.9366666666666666
0.20515332089530097,0.9388888888888889
0.20680086056391397,0.9388888888888889
0.19449119630787107,0.9383333333333334
0.1960483248697387,0.9416666666666667
0.2118279640045431,0.9372222222222222
0.20928963573442566,0.935
0.2151663903395335,0.9333333333333333
0.21212236162688997,0.9388888888888889
0.2141802396873633,0.9377777777777778
0.2043665314796898,0.9327777777777778
0.1945663547515869,0.9411111111111111
0.1949074332581626,0.9377777777777778
0.20944711248079936,0.9372222222222222
0.2097062095337444,0.935
0.20529749303228326,0.9361111111111111
0.2106156894730197,0.9372222222222222
0.19788947749469016,0.9355555555555556
0.20533278778195382,0.9372222222222222
0.2084999581757519,0.9388888888888889
0.2051599997944302,0.9388888888888889
0.21435840341779921,0.9366666666666666
0.21232160922553805,0.9355555555555556
0.21268527431620493,0.9422222222222222
0.2125599248541726,0.9372222222222222
0.2251656871040662,0.9327777777777778
0.2144890028403865,0.9361111111111111
0.20886778811613718,0.9372222222222222
0.21265429582860734,0.9366666666666666
0.20862450203961797,0.9383333333333334
0.20969184061719312,0.9372222222222222
0.210316048959891,0.9383333333333334
0.21614071218503847,0.9344444444444444
0.21637854667173492,0.9355555555555556
0.2082387888762686,0.9344444444444444
0.2169309689766831,0.9355555555555556
0.21829055810968082,0.9388888888888889
0.2112109949025843,0.9377777777777778
0.21856107234954833,0.935
0.20788004444705116,0.9388888888888889
0.21270870190527705,0.9338888888888889
0.22461678999993537,0.9311111111111111
0.21764250070684485,0.9327777777777778
0.22319614223308035,0.9383333333333334
0.2121268742945459,0.9394444444444444
0.20211301704247792,0.9422222222222222
0.2164095711045795,0.9333333333333333
0.2135635603633192,0.94
0.21112178964954284,0.9372222222222222
0.2093711962716447,0.9416666666666667
0.21250200884209738,0.9344444444444444
0.2159718438072337,0.9405555555555556
0.21699705948432288,0.9377777777777778
0.20842826498879327,0.94
0.20490067925718095,0.9377777777777778
0.21690098795625898,0.935
0.22094287509719532,0.935
0.21675505556994015,0.9394444444444444
0.21780116755929257,0.9338888888888889
0.2194097971253925,0.9383333333333334
0.21931734260585573,0.9394444444444444
0.2284176943782303,0.9327777777777778
0.2243697877559397,0.9333333333333333
0.21894002344873217,0.9394444444444444
0.22578993289421,0.9338888888888889
0.22564921860893566,0.9377777777777778
0.23074564687907695,0.9322222222222222
0.2358820300632053,0.9327777777777778
0.23370322320196363,0.9322222222222222
0.22142533500989278,0.9383333333333334
0.23204794761207367,0.935
0.23061791443990337,0.9338888888888889
0.22824616172247464,0.9355555555555556
0.22417748103539148,0.9355555555555556
0.22867097311549717,0.9316666666666666
0.22245262536737653,0.9372222222222222
0.23044424100054636,0.9333333333333333
0.23744092408981587,0.9316666666666666
