SeqCone-2-512 loss,SeqCone-2-512 acc
0.6990385717815824,0.8333333333333334
0.5497982801331414,0.8627777777777778
0.4938549812634786,0.8705555555555555
0.4492254755232069,0.8822222222222222
0.42019338375992243,0.8833333333333333
0.3892514242066277,0.8977777777777778
0.36259134464793735,0.9011111111111111
0.3556314051151276,0.9016666666666666
0.3455694717831082,0.8972222222222223
0.331830358505249,0.905
0.3337958021958669,0.895
0.31263739118973416,0.9116666666666666
0.31471470614274344,0.9072222222222223
0.29083135730690424,0.9116666666666666
0.3045802668068144,0.9088888888888889
0.30128802372349633,0.9072222222222223
0.2912300386031469,0.9155555555555556
0.27012125492095945,0.9211111111111111
0.2750478888551394,0.9188888888888889
0.2716226999627219,0.9211111111111111
0.26608444505267675,0.9177777777777778
0.2667731475830078,0.9216666666666666
0.2667921377221743,0.9227777777777778
0.2729086580541399,0.9227777777777778
0.2636407914426592,0.9205555555555556
0.26073541932635835,0.9255555555555556
0.25709376401371425,0.9233333333333333
0.2509247036774953,0.9238888888888889
0.2569648663534059,0.9233333333333333
0.25198967460128996,0.9205555555555556
0.24942012627919516,0.9244444444444444
0.23847535292307537,0.9272222222222222
0.24631060275766584,0.9255555555555556
0.24173614624473783,0.9305555555555556
0.242412870393859,0.9283333333333333
0.24386797308921815,0.9305555555555556
0.23262799971633488,0.9333333333333333
0.22349268780814277,0.9344444444444444
0.2313546942008866,0.9311111111111111
0.23662005348338022,0.9294444444444444
0.2273538668288125,0.9311111111111111
0.22962489800320732,0.9361111111111111
0.22837953855593998,0.9366666666666666
0.22212915480136872,0.9311111111111111
0.22273250056637658,0.935
0.22674534916877748,0.9361111111111111
0.2391079700489839,0.9277777777777778
0.23297847653428713,0.9338888888888889
0.2197726054655181,0.935
0.21721846206320658,0.9344444444444444
0.2171095252699322,0.94
0.22119086378150515,0.9372222222222222
0.2148513547745016,0.9361111111111111
0.2277488590280215,0.9327777777777778
0.21929669933186638,0.9333333333333333
0.2212753542429871,0.9333333333333333
0.2162904532253742,0.9344444444444444
0.21315757064355745,0.935
0.21321057554748324,0.9366666666666666
0.2153381204770671,0.9366666666666666
0.21564080072773828,0.9361111111111111
0.2090833916929033,0.94
0.21607743908961613,0.9366666666666666
0.21294529274106025,0.9394444444444444
0.21739181955655415,0.9366666666666666
0.22139632963471942,0.9333333333333333
0.213522418042024,0.9394444444444444
0.2232764343586233,0.9305555555555556
0.21251681950357226,0.9377777777777778
0.22201538662115733,0.9327777777777778
0.22181761191950905,0.9372222222222222
0.21246405611435573,0.9377777777777778
0.21566133300463358,0.9383333333333334
0.2135453997221258,0.9377777777777778
0.21405388083722857,0.9316666666666666
0.2170684438612726,0.9355555555555556
0.2192815371023284,0.9338888888888889
0.21473338140381706,0.9372222222222222
0.21847844605644545,0.9322222222222222
0.21560139841503567,0.935
0.21365233179595736,0.94
0.21555384013387893,0.9383333333333334
0.21451424130135113,0.9433333333333334
0.21282969686720107,0.9383333333333334
0.2192131278746658,0.9366666666666666
0.204636778500345,0.94
0.2115104574130641,0.9388888888888889
0.20915870022442606,0.9372222222222222
0.2007834982706441,0.9377777777777778
0.20513765229119194,0.9405555555555556
0.19603672878609762,0.9422222222222222
0.2032313126987881,0.9377777777777778
0.21455314238866172,0.9361111111111111
0.2127248773475488,0.9372222222222222
0.20737415432929993,0.9411111111111111
0.20143109997113545,0.9416666666666667
0.20720826791392433,0.9388888888888889
0.2099821471836832,0.9372222222222222
0.21117013778951432,0.9388888888888889
0.21116601184010506,0.935
0.21412399921152328,0.94
0.2090085537897216,0.9388888888888889
0.20654022842645645,0.9383333333333334
0.2078182625439432,0.9394444444444444
0.20498162584172355,0.9388888888888889
0.20677416500945886,0.9416666666666667
0.20582047540280554,0.9388888888888889
0.2038246318201224,0.935
0.21681450804074606,0.9383333333333334
0.20525224294927386,0.9388888888888889
0.21210386196772257,0.9405555555555556
0.20878780510690478,0.9377777777777778
0.2130966202583578,0.9383333333333334
0.21658037652571996,0.9383333333333334
0.2075693717598915,0.9366666666666666
0.19742601215839387,0.9422222222222222
0.2019466513560878,0.9422222222222222
0.21350122706757652,0.9377777777777778
0.21268152720398373,0.9372222222222222
0.20264422279265193,0.9411111111111111
0.2061646331515577,0.9383333333333334
0.21581034059325854,0.9377777777777778
0.20849810424778198,0.9388888888888889
0.21689304682943555,0.9366666666666666
0.21401434391736984,0.9372222222222222
0.22287193859616916,0.9333333333333333
0.214246064076821,0.9372222222222222
0.21532974734902383,0.9338888888888889
0.21101698766152063,0.9405555555555556
0.21037862382001346,0.9377777777777778
0.20748050188024839,0.94
0.2141222416361173,0.9405555555555556
0.20488810035917493,0.9411111111111111
0.2166060596042209,0.9372222222222222
0.2177119797633754,0.935
0.2144778209924698,0.9366666666666666
0.21002949755224917,0.9383333333333334
0.21272022646334438,0.94
0.21693728821145164,0.9383333333333334
0.21947401483025816,0.9383333333333334
0.20914891673458946,0.935
0.20582056145701144,0.9377777777777778
0.2117771863606241,0.9372222222222222
0.20691741418507364,0.9405555555555556
0.20740177487333616,0.9377777777777778
0.20279740783903333,0.9405555555555556
0.2103796695669492,0.9355555555555556
0.20531698521640565,0.9394444444444444
0.20295411278804143,0.9411111111111111
0.20229782180653677,0.9411111111111111
0.20852797728445796,0.9383333333333334
0.21250522159867816,0.9388888888888889
0.21092880585127408,0.9355555555555556
0.21040843009948731,0.9388888888888889
0.20822964024212626,0.9388888888888889
0.21326866512497267,0.9333333333333333
0.20983527943491936,0.9377777777777778
0.21145467192762427,0.9383333333333334
0.20549168533749052,0.9388888888888889
0.21083951448400814,0.9355555555555556
0.20915694110923344,0.9388888888888889
0.20518387869828278,0.9383333333333334
0.20341888232363595,0.9383333333333334
0.1998857529958089,0.9411111111111111
0.20428181403213078,0.9383333333333334
0.20784538439578482,0.9411111111111111
0.2066227406760057,0.9405555555555556
0.21502308337224854,0.9372222222222222
0.20277425212992561,0.9388888888888889
0.2085456645157602,0.9388888888888889
0.21530485714475314,0.9366666666666666
0.21126975774765014,0.94
0.21827899204360116,0.9383333333333334
0.21907473603884378,0.9344444444444444
0.20966738877197108,0.9377777777777778
0.21028347197506164,0.9383333333333334
0.20983692324823802,0.9377777777777778
0.20790012485451168,0.9377777777777778
0.21781387138697836,0.9377777777777778
0.21026660861240493,0.9405555555555556
0.2115104444159402,0.9366666666666666
0.20924601741962962,0.9416666666666667
0.21674415030413205,0.935
0.21513327158159679,0.9366666666666666
0.21363064734472167,0.9388888888888889
0.21452629320323469,0.9372222222222222
0.2117055419501331,0.9383333333333334
0.20673260930511686,0.9383333333333334
0.20027597137623362,0.9405555555555556
0.20587904300954607,0.9361111111111111
