ResNet-2-1024 loss,ResNet-2-1024 acc
0.5791651399930319,0.8566666666666667
0.47752717865837946,0.8811111111111111
0.42713330652978687,0.8966666666666666
0.37981254623995886,0.9072222222222223
0.35453925768534345,0.9044444444444445
0.3303974066840278,0.9155555555555556
0.3109543171193865,0.9205555555555556
0.29583114359113905,0.92
0.2792633335457908,0.9244444444444444
0.2784955036640167,0.9272222222222222
0.2783825283580356,0.9211111111111111
0.2685196125507355,0.9183333333333333
0.2565095441871219,0.9222222222222223
0.24874088565508526,0.9305555555555556
0.24253171894285414,0.9322222222222222
0.23889451351430682,0.9283333333333333
0.23728787471850712,0.9283333333333333
0.2403308023346795,0.9283333333333333
0.23811434586842856,0.925
0.2266007023718622,0.9344444444444444
0.2287033564514584,0.9333333333333333
0.22172667808002897,0.93
0.22761837008926603,0.9277777777777778
0.22877305772569445,0.9266666666666666
0.2165650459130605,0.9377777777777778
0.209726322889328,0.9394444444444444
0.21088877174589368,0.9366666666666666
0.21788554853863187,0.9361111111111111
0.21436989863713582,0.9305555555555556
0.20794671800401476,0.9355555555555556
0.20441092322270074,0.9394444444444444
0.1979653751850128,0.9394444444444444
0.20635940829912822,0.9372222222222222
0.21049498779906167,0.9311111111111111
0.20642286267545487,0.9333333333333333
0.19881050957573784,0.9383333333333334
0.19662578562895458,0.9416666666666667
0.20644953115118875,0.9344444444444444
0.19832717657089233,0.9388888888888889
0.20040452539920806,0.935
0.20176761248045497,0.9377777777777778
0.19878966444068485,0.9355555555555556
0.19772451139158673,0.9338888888888889
0.19061604923672146,0.9366666666666666
0.1910981723666191,0.9383333333333334
0.20601416395770178,0.9294444444444444
0.1956057295203209,0.935
0.19332218848996693,0.9366666666666666
0.19436079227262074,0.9377777777777778
0.1885666893919309,0.9366666666666666
0.19519002977344724,0.9383333333333334
0.191154755204916,0.9411111111111111
0.19451759924491246,0.9416666666666667
0.1929747055305375,0.9366666666666666
0.20141806953483157,0.9394444444444444
0.1927722340491083,0.9416666666666667
0.2025844782590866,0.935
0.1948868296047052,0.9338888888888889
0.19383305756582153,0.9377777777777778
0.1970498099923134,0.9411111111111111
0.197602955698967,0.9377777777777778
0.19917058499322998,0.9372222222222222
0.19136947621901831,0.9394444444444444
