NN8 loss,NN8 acc
0.41097798765556026,0.8557876157732567
0.3650227852350895,0.8732166495248138
0.3447836172775339,0.8768936607798753
0.31469649203140293,0.8932931313516113
0.3103937773138903,0.8938079128757718
0.3011648888197133,0.8981467862395017
0.2858881254391839,0.902485659594465
0.27608022871596405,0.9044712457802037
0.27052236452166134,0.9062362111461638
0.2629692710137206,0.9099132224713586
0.2546438675476253,0.9126342108607696
0.2505819138897256,0.9143991763494631
0.24686637607032297,0.9152816590061432
0.25149337037825764,0.9132225327341674
0.24267205104707426,0.9182232680662991
0.23691434036556247,0.9196205324400065
0.23081555544830348,0.9196940726665105
0.23139605436439567,0.9224886012736586
0.22943928303556735,0.921679658773349
0.2280594883972905,0.9206500955409277
0.2253517317480858,0.9231504633121936
0.2196228060696577,0.9253566700985439
0.22171243267241497,0.9237387851154581
0.22101450790060076,0.9252095895929361
0.21429199178787098,0.926901014793759
0.21605174468096291,0.9268274746373886
0.212390757757463,0.9268274745672551
0.20937288092491224,0.9279305779648136
0.21217045822767217,0.9280776584791881
0.21251838371554338,0.9266803941756141
0.21187539342015538,0.9263126929817278
0.20388107882832618,0.9285924400734821
0.20885043637395553,0.9285188998382115
0.20434814965557063,0.9307251066333284
0.20538348965933084,0.9296955434009071
0.20437376038530922,0.9296220032357699
0.20411083597872323,0.9295484629478993
0.20249409330914275,0.9301367848212972
0.20039325825522658,0.9311663479923518
0.19983368866328616,0.9311663479309851
0.20166154508907,0.9300632445947934
0.19984318711798338,0.9311663479309851
0.20295251093794975,0.9299897043682894
0.19878547017316395,0.9313869686718635
0.19989988268855075,0.9314605088983674
0.1987229931493036,0.9316075892900084
0.1965865674367686,0.9320488306490319
0.19734585657332254,0.9335931754056137
0.1966036435319126,0.9327106927489337
0.20032273442898801,0.9332254742730942
0.19606124058065563,0.9332990145609649
0.19882167139201415,0.9313869686718635
0.19618252398735778,0.9318282099695201
0.19551121919705056,0.9321223709369025
0.19259624308760612,0.9321959111634064
0.19619457214272956,0.9328577732019414
0.1956097078110334,0.9306515664155912
0.19409924272487822,0.9330783938814532
0.19464437686321112,0.9328577732019414
0.19530084769630945,0.9334460949526059
0.19513447755315685,0.9332990145609649
0.19502758744192888,0.9342550375055155
0.19547027342239537,0.934034416764637
0.1919749163957988,0.9346962788645389
0.19166534201213675,0.9343285777320194
0.19132431385459786,0.9329313134284454
0.1907053891158986,0.9354316810682112
0.19604561877934035,0.9346962788645389
0.19232343624855933,0.9342550375055155
0.19051657345379902,0.9344021178971565
0.19303924504928877,0.9346962788645389
