NN0CV5 loss,NN0CV5 acc
0.4219652180623309,0.8631300320104134
0.3511386525411386,0.8835336936405006
0.3172212811911055,0.893790669447534
0.303215448794823,0.9000772030703009
0.28473802605892234,0.9064740266836214
0.2745493136891144,0.9091209882252584
0.2611830579191923,0.9133120105812722
0.25462278558385665,0.9137531708327336
0.24703697006139969,0.9159589721229093
0.2378051327649322,0.9200397044489267
0.23743272456153036,0.9198191242903271
0.2317448764911255,0.9231278261762871
0.23283748103697455,0.9210323150212886
0.23098067963440178,0.9208117348561151
0.2248708463114836,0.9253336274335938
0.22197526694658876,0.9251130473473059
0.22016329640812052,0.9252233373707285
0.21597243021930002,0.9265468181251125
0.21610586627047446,0.9267673982508432
0.21427107178101246,0.9266571081879779
0.211580271946762,0.9272085585417473
0.21099228411009022,0.9279805889818047
0.20768084641892368,0.9319510312449568
0.20775247230884245,0.9305172603882647
0.20885942167518973,0.9286423293589967
0.20826216330795944,0.9306275504905728
0.200452163777699,0.9321716113706875
0.20231694140191822,0.9322819014335528
0.20003668675812364,0.9289731995475927
0.2007935351648075,0.9311790008048995
0.2005676760607259,0.9330539318736102
0.1953723136390256,0.9339362523765329
0.19986326044076752,0.9328333517478795
0.19648599101359307,0.9340465424393982
0.19302970779708614,0.9329436418107449
0.19482765916796152,0.9332745119993409
0.19404709490339248,0.9319510312449568
0.19351934780553354,0.9338259623136675
0.19289264655815302,0.9351494430680515
0.19336031973394838,0.9347082828165902
0.18780807273001632,0.9375758244510889
0.19040587466541692,0.9362523436967048
0.19188441320542163,0.9351494430680515
0.19133961961302773,0.9345979927537249
0.18755500969332478,0.9375758244510889
0.18791438956185477,0.9371346641996275
0.18747809427081913,0.9377964045768196
0.18655804344268542,0.9386787250797423
0.1936427295319732,0.9359214735081088
0.1874926890863583,0.9382375648282809
0.1904554453905328,0.9344877026908596
0.1889861181380008,0.9361420536338395
0.18572875613136539,0.9374655343882236
0.18496583747774367,0.9371346641996275
0.18519366948439187,0.9368037940110315
0.18321506197034187,0.9358111834452435
0.1866043860441376,0.9361420536338395
0.18675425966532502,0.9376861145139542
0.18741521410528192,0.9373552443253582
0.18441419248690322,0.9386787250797423
0.18289360038511307,0.9384581449540116
0.18382977215289492,0.9388993052054729
0.18413860221754247,0.9384581449540116
0.18673518038090528,0.9364729238224355
0.1869820859198982,0.9371346641601848
0.1799582550356587,0.9382375648282809
0.1840881403941126,0.9368037940110315
0.18299888694143038,0.9381272747654156
0.18263000800747112,0.9379066946396849
0.18075603553356615,0.939230175394069
0.18328986080344697,0.9376861145139542
0.1816490829990154,0.9394507555197996
0.18006354735391175,0.9391198853312036
0.18339102953471909,0.939561045582665
0.1848725281385441,0.9365832138853009
0.18260928405031973,0.9377964045768196
0.1846112644703948,0.9384581449540116
0.18324430961520535,0.9382375648282809
0.18237812487256294,0.9376861145139542
0.18103432683273124,0.9381272747654156
0.17919644173692814,0.9393404654569343
0.18168008940819672,0.9388993052054729
0.17928982632312962,0.939561045582665
0.18182167744470876,0.9386787250797423
0.18045856516955772,0.9390095952683383
0.1809164259791887,0.9401124958969916
0.18050827041763026,0.9409948163999143
0.18028202469850882,0.9396713356455303
0.17953779394497507,0.9385684350168769
0.1820906415175771,0.9375758244510889
0.18108768005992712,0.9372449542624929
0.18297884935145212,0.9374655343882236
0.18280017551466504,0.9391198853312036
0.1776700743710415,0.9406639462113183
0.18112474471557438,0.9380169847025502
0.17987494562299877,0.9385684350168769
0.1816620349298965,0.9386787250797423
0.17895554501599878,0.9409948163999143
0.1824434339290182,0.9398919157318182
0.17885756251356286,0.9413256865885103
0.17727883581001835,0.9393404654569343
0.17936487754085195,0.939891915771261
0.18157691408363294,0.9377964045768196
0.17783603083341903,0.940222785959857
0.17850930369700987,0.940884526337049
0.18172519967194967,0.9364729238224355
0.1754474260189889,0.9394507555197996
0.17937125138230922,0.939891915771261
0.17962671326765273,0.939561045582665
0.17736967488608946,0.9391198853312036
0.17783315910832337,0.9391198853312036
0.1786560533498211,0.9391198853312036
0.18040298992893036,0.9376861145139542
0.17649597360791452,0.9387890151426076
0.17844150590176117,0.9384581449540116
0.17828518108521169,0.9406639462113183
0.17841396005595153,0.9386787250797423
0.1786510906172677,0.9390095952683383
0.17850442706151534,0.939891915771261
0.1723513879112836,0.941215396525645
0.17544390261666284,0.9393404654569343
0.17642771026272225,0.9390095952683383
0.17647473071498962,0.9397816257083956
0.17864705208868523,0.9413256865885103
0.17583663097826296,0.939891915771261
0.17760699138076536,0.939891915771261
0.17505842113003153,0.9419874269657024
0.17484025540656367,0.9411051064627797
0.17611910814787726,0.9414359766513757
0.1772252968401029,0.9413256865885103
0.1747851829728915,0.9417668468399717
0.1779686624289637,0.9416565567771064
0.17788496266734552,0.940553656148453
0.17582914468549743,0.940222785959857
0.17503823328270623,0.9420977170285677
0.1770753862117083,0.9406639462113183
0.17576682166923324,0.9394507555197996
0.17576314546878644,0.9401124958969916
0.17705530076117898,0.9420977170285677
0.17513459076478566,0.9419874269657024
0.1782852507379098,0.9406639462113183
0.17609616152977514,0.940884526337049
0.17691773596259058,0.9414359766513757
0.1770347081945686,0.9397816257083956
0.1787312928148808,0.9388993052054729
0.1753232162468381,0.9396713356455303
0.1791252340688797,0.940222785959857
0.1795771621423216,0.9383478548911462
0.1747230645825874,0.9403330760227223
0.17925099388062396,0.9391198853312036
0.17555660903749648,0.940884526337049
0.1791303671384523,0.940222785959857
0.17431162458619434,0.9417668468399717
0.17555381004821113,0.9423182971542984
0.17860970226488002,0.939561045582665
0.17940262350842012,0.9396713356455303
0.18100624135353868,0.9406639462113183
0.17835819783344334,0.9404433660855877
0.17644164523965825,0.9411051064627797
0.17699479765543355,0.9411051064627797
0.179693921941952,0.9384581449540116
0.17922074886868225,0.940222785959857
0.17841252236588728,0.9385684350168769
0.17684001002341157,0.9403330760227223
0.17949602990977698,0.9394507555197996
0.17683990376779496,0.941546266714241
0.17742425120822175,0.9414359766513757
0.17814212190456713,0.9417668468399717
0.17811596668698737,0.9413256865885103
0.17956253316931758,0.9403330760227223
0.17795409676494076,0.9391198853312036
0.1761238204794576,0.941215396525645
0.1790016759640986,0.940553656148453
0.1794774730748269,0.9390095952683383
0.17786859811581626,0.9397816257083956
0.17775355179688232,0.939561045582665
0.17695167477632864,0.9390095952683383
0.1782790986175796,0.9391198853312036
0.18014208598240505,0.9396713356455303
0.17874062154657774,0.9393404654569343
0.1786735834459545,0.9382375648282809
0.1801575953943064,0.9396713356455303
0.17825919270738952,0.9406639462113183
0.1761641092701154,0.9414359766513757
0.1775687019144199,0.939230175394069
0.17970041740528342,0.939230175394069
0.17600484340446212,0.9403330760227223
0.1768100129686328,0.939561045582665
0.17750445971339596,0.9409948163999143
0.17670552081989194,0.9391198853312036
0.17549936932385185,0.9406639462113183
0.1771521975085085,0.9397816257083956
0.17452643583427524,0.940222785959857
0.17615367023674278,0.9397816257083956
0.17463595083297068,0.940553656148453
0.17381941172718227,0.941215396525645
0.17434636485790936,0.9413256865885103
0.17482699961492426,0.9409948163999143
0.17692041185418367,0.940553656148453
0.1798555528997941,0.9385684350168769
0.17684707766700977,0.942208007091433
0.17873618034316197,0.9407742362741837
0.17432814513071115,0.9430903275943557
0.17512962789418246,0.9411051064627797
0.17778179834732294,0.941546266714241
0.1787989893571747,0.9420977170285677
0.17713302622375748,0.9419874269657024
0.17681634653570424,0.9413256865885103
0.17618152767738646,0.9407742362741837
0.1777435449021147,0.9413256865885103
0.18116619178514384,0.9413256865885103
0.180435149944695,0.9393404654569343
0.17678198435609732,0.940222785959857
0.17593070812087028,0.941215396525645
0.175892845297433,0.9407742362741837
0.1778109777068387,0.9368037940110315
0.17783993634773193,0.9391198853312036
0.17849762739065766,0.9372449542624929
0.17568179930506775,0.9404433660855877
