ResNet-OG1-2-512 loss,ResNet-OG1-2-512 acc
0.4320517946059326,0.8677011325282549
0.366516668060752,0.8815266950408541
0.3267907268344558,0.8900573613942064
0.31068456694560465,0.8963082805769043
0.296075711628675,0.8995440505430757
0.28196421497699914,0.9063097513814343
0.2737671119651473,0.9071922341696146
0.2725052885587364,0.907559935223234
0.2614374049495539,0.9115311074632111
0.2558510990498048,0.914693337273012
0.2506599855946344,0.9149139578736237
0.24729733618809416,0.9152081188497727
0.24152978089850236,0.9183703485280735
0.2400304334472954,0.9181497278485619
0.23808017482997249,0.9185174289723147
0.2326332451903061,0.9200617737902633
0.22888773644885732,0.9229298425713152
0.2291083789541101,0.92094425650831
0.22343414028522143,0.9239594057336031
0.2223853260138435,0.925062509201295
0.2212132256253973,0.923812325341962
0.2202372117430204,0.9234446241480758
0.218138187115535,0.9238123253507288
0.2211586730725924,0.9221944402975095
0.21488893495173747,0.9269745550816296
0.2143651362689896,0.927636417058798
0.21318185257988828,0.9268274746286218
0.21338310278541184,0.9285924400734821
0.20956682209114516,0.9290336814237388
0.21110526258313564,0.9269010148551258
0.2108098693265426,0.9266803941756141
0.2076599971599606,0.9296220032357699
0.20785379335054108,0.9283718193852037
0.20581241415005114,0.9298426239152816
0.20515103773178994,0.9284453595503409
0.20553950659447442,0.9301367848212972
0.20611191947182447,0.9294749227213954
0.20505736749397338,0.9281511986443253
0.20373300809683317,0.9285188997768448
0.2037032177836987,0.9286659802298526
0.20221421660386668,0.9292543021032504
0.20206774709518033,0.9298426239240484
0.20188308515094067,0.9294749227827622
0.19905644510906223,0.9317546697430162
0.19989633473280966,0.9312398882188557
0.1993670980050855,0.9326371525224297
0.19877495034238243,0.930798646868599
0.1992185534653216,0.931754669804383
0.1996670170998219,0.9321959111020396
0.19922901849121466,0.9322694513285436
0.19876247122040003,0.9311663479309851
0.1967549045879905,0.9312398882188557
0.1965025180890764,0.9314605088983674
0.1947071339235374,0.9319017501960241
0.19661257632656437,0.9329313133670786
0.19494915406990443,0.9323429915550474
0.19616254088146262,0.9316075892900084
0.1971851859818681,0.9334460949526059
0.19403791527771602,0.9327106927577004
0.1925903901727362,0.9338873363817627
0.19418550966408063,0.9338137960851254
0.19359808899314285,0.9337402559199882
0.19368191969549853,0.9335196352404765
0.1942809896286375,0.933887336372996
0.19333836924082515,0.9328577732019414
0.19205577357352036,0.933151934107957
0.19325088212412583,0.9337402559199882
0.1926374723152661,0.9332990145609649
0.19284403303470712,0.9333725547874687
0.19359631531553104,0.9333725547874687
0.19281851170481276,0.9330783938814532
0.19299585337800337,0.9322694513285436
0.19015769932020726,0.9338873363116292
0.19129046283422332,0.9329313134284454
0.19145683261301083,0.9338137961464922
0.19090394465331384,0.9332990145609649
0.1907380868907202,0.9344021178971565
0.19113704505970872,0.9324165318429181
0.19062837433540605,0.9328577732019414
0.18933799236920812,0.9332254742730942
0.18992663225495196,0.9339608765381332
0.1904685097753537,0.9327106926875669
0.1875688756458162,0.934107956991141
0.19058100488472465,0.9332254743344609
0.1900182172578255,0.9338137961464922
0.18733748031942032,0.9356523018090895
0.19119239291678913,0.9336667156934844
0.18736839148906737,0.9372701867921753
0.1905628191659224,0.9341814972790117
0.1884268603978972,0.9342550374441487
0.19121550690535588,0.9321959111634064
0.18904199214726972,0.9334460950139727
0.1908360734025263,0.9336667156934844
0.186985062251991,0.93528460067657
0.1883414244499254,0.9346227385766682
0.19044679349828317,0.933887336372996
0.18857142866887333,0.9344021179585233
0.18857171952369406,0.9364612443006325
0.191263482357596,0.9342550375055155
0.18979399300128735,0.9341079570525077
0.1904865031455664,0.9331519340465904
0.1912866200019479,0.9320488306490319
0.1910511425765214,0.9338873363116292
0.1892649691509734,0.9329313133670786
0.18899803184567873,0.9338873363116292
0.185884309113727,0.9349168995440506
0.18842871033191103,0.9355787615212189
0.18847915878789814,0.9331519340465904
0.1893022942711131,0.9329313134284454
0.18840808186590768,0.9350639799970584
0.18717497869107474,0.9354316811295779
0.18877287251114022,0.936755405206648
0.1870555167014782,0.934034416764637
0.18660364075859587,0.9357993822007307
0.1876644864305799,0.9337402559199882
0.18741305790220242,0.9345491984115311
0.18743156299382943,0.9361670833946169
0.18754146858043821,0.9362406236211207
0.18612598103996691,0.9373437270186792
0.1878196144442836,0.9362406236211207
0.1884306748639417,0.9354316810682112
0.18697726216311314,0.9349904397091877
0.18537357068181057,0.9349904397705545
0.18760405710986966,0.9341814972790117
0.1884260104974897,0.93528460067657
0.1854355127865303,0.9354316811295779
0.18615619169175843,0.9361670833946169
0.183631867773043,0.936828945433152
0.18563061699672279,0.9361670833946169
0.1861189305376859,0.9346962788645389
0.18259041398053555,0.9358729224886012
0.18761580702285063,0.9349904397705545
0.1865694798471069,0.9357993822007307
0.18927407661894785,0.9338873363116292
0.1887781013130423,0.934622738638035
0.18743518464007541,0.9355052213560818
0.18684692329127556,0.9351375202235623
0.18776192675258485,0.933887336372996
0.1881055385477053,0.9343285777320194
0.19007924358109934,0.9330048536549492
0.18728310481242036,0.9356523018090895
0.18728834668872707,0.9335931754669804
0.18732383191160357,0.934622738638035
0.1867774571751668,0.935358140903074
0.1882829855037693,0.9344021179585233
0.1858467064548028,0.93528460067657
0.18685462259020258,0.9355787615825857
0.1888360163197743,0.9366083247536402
0.18611605447002116,0.9360935431067462
