ResNet-A-2-256 loss,ResNet-A-2-256 acc
0.4745909838724494,0.8477717311544652
0.39281882564185877,0.8707162817535479
0.35948810917627355,0.8805706721050702
0.3371058480233581,0.8878511545903228
0.3266701913700505,0.8907927635803453
0.3076253824285557,0.8974849242623334
0.2957865983764991,0.8989557287222779
0.28923260386042043,0.9041035446389175
0.2807156714814992,0.9062362111549305
0.2788084505265873,0.9054272687247543
0.2691347668395882,0.9095455213388391
0.26491339197885044,0.9117517282040896
0.2604172777136313,0.9116046476809483
0.2573609449268527,0.9121194292664756
0.2526712482432124,0.9147668774907494
0.2518787479655745,0.9171937049566112
0.24636094254164997,0.916384762473835
0.24627382891338387,0.9160906014976861
0.24926131991125727,0.9160906015064527
0.24094623838571752,0.9190322106192087
0.2398088164150864,0.9212384173529589
0.23600701530341944,0.9195469922135027
0.23690758018936195,0.9230033828504192
0.23499530342759972,0.923297543695068
0.2321535496807989,0.92182673916499
0.22874180106537922,0.9238858655070992
0.22942509255719232,0.9251360494277989
0.22942401371005353,0.9220473599146352
0.23180693111177367,0.9216061185556118
0.23053085793903916,0.9230033827890525
0.22336421583128915,0.9241064862567443
0.2218632961355302,0.9253566700985439
0.2198733946795866,0.9252831298106733
0.2240401743869428,0.9243271069274893
0.22109188281239647,0.9247683482865128
0.22177251244594218,0.923885865568466
0.2186467681304201,0.9253566700985439
0.21690871104310935,0.9269745550816296
0.2211877734141852,0.9258714516227045
0.21590105837597567,0.9272687159964119
0.21591065293647801,0.9277099573466686
0.21251385414389096,0.9280041182526843
0.21387068266718856,0.9291807618241466
0.21193037806060985,0.9285188998469782
0.2124997259681059,0.9279305779648136
0.21271515631389926,0.9289601412060016
0.21383773530010863,0.9295484629478993
0.21046201016187913,0.9274157963792863
0.21286458252944357,0.9282982790973331
0.2106793126569967,0.9282247388708291
0.21142386774277577,0.9293278422683876
0.2112416839422961,0.9280776584178214
0.2094238489824615,0.9285924400033486
0.20692065903449308,0.9298426239152816
0.20975557222013386,0.927636417058798
0.2079469803975494,0.9291072216502427
0.209208097130801,0.9285188997768448
0.20898073068422016,0.9279305780261803
0.20864005629118443,0.9286659802912193
0.21097462116501614,0.9276364171201648
0.20932610999014223,0.9288130607442271
0.2067523244431412,0.9282982791586998
0.2063259668555097,0.9314605088983674
0.20840336478932112,0.9275628768936608
0.20425307821931166,0.9303574055008089
0.20580565139589932,0.9293278423297544
0.20598555198244742,0.9302838652129383
0.20260551660937376,0.9299897043069227
0.20789059398279136,0.9315340491248713
0.20934886450764625,0.9295484630092661
0.2065471333604575,0.9293278422683876
0.20713043489917654,0.9282247389409626
0.20535231126325237,0.9289601411972349
0.20524308429862456,0.931019267539344
0.20310128590327395,0.9304309457273129
0.20516698826435892,0.9288866009093643
0.20381085680484562,0.9299897043069227
0.20227536159015644,0.9322694513899102
0.2016340116054534,0.9312398882188557
0.20155665303419787,0.9309457273128401
0.20284211672957564,0.9320488307103986
0.19979880677635029,0.9331519340465904
0.20261234635738418,0.9308721870863362
0.20326982774547242,0.9300632445334266
0.20302611710411922,0.9294749227827622
0.2019595173982719,0.9319752904225279
0.20142590984480752,0.9319752904225279
0.1999277490527994,0.9334460950139727
0.20459973919385496,0.9314605088983674
0.20276180930037868,0.9305044858924499
0.20006299722057036,0.9303574055008089
0.20314622179697253,0.9302103249864344
0.2007613301174152,0.9307251066333284
0.2006196100859278,0.9315340491248713
0.20111437059981646,0.931754669804383
0.20219298121306384,0.9291072215888759
0.2018380441425793,0.9296220032357699
0.2016522537131733,0.9302838652129383
0.19958070732498628,0.9302838652743051
0.20077996553393176,0.9307986468598324
0.19897802742500834,0.9299161640804188
0.20321337112715568,0.9282247388708291
0.19811017316857724,0.9309457273128401
0.19974352020492517,0.9313869686718635
0.19970457661189583,0.9312398882188557
0.1993231467885127,0.9305780261803206
0.19813178746507246,0.9325636122345591
0.20096598101163685,0.9308721870951029
0.20092668249854656,0.9324165317815514
0.19900856355999932,0.9316075893513752
0.198753970658048,0.9323429915550474
0.19969825633335928,0.9328577731405747
0.20003786889428268,0.9301367848212972
0.2001239468534916,0.9309457273128401
0.19915499474241252,0.9309457273128401
0.1948627681679753,0.9324165318429181
0.19789009643952835,0.9312398882188557
0.1988779476315445,0.9313134284453596
0.19792968371713454,0.9332990145609649
0.1957358961270423,0.9323429916164142
0.19938708378153,0.9319017501960241
0.19641969154285743,0.9327106927489337
0.19697225854405676,0.9327106927489337
0.19701684028971,0.9310928077044812
0.1997985116614719,0.9309457272514734
0.19621577029706697,0.933151934107957
0.19652445416868497,0.9327106926875669
0.1953104159403398,0.9332254742730942
0.19629909949940713,0.9330783938200864
0.19633058588751837,0.9311663479923518
0.1955570265407474,0.932490072069422
0.19793769238227113,0.9314605088370007
0.1951782700243654,0.9329313133670786
0.19812087822447438,0.9311663479309851
0.19964534156698394,0.9307986467984656
0.19828561127869623,0.9320488307103986
0.19680884322676173,0.9321959111020396
0.19386257057655276,0.9321223709369025
0.1965594813561883,0.9320488306490319
0.19666317347034423,0.9335931754056137
0.19663723021228446,0.9319017501960241
0.19590349679072827,0.9338873363116292
0.19554572089342778,0.9332990144995981
0.19518622234770525,0.9327106927489337
0.1946947801431359,0.9332254743344609
0.19486414893074305,0.9335931754669804
0.19301825059638916,0.9341814972790117
0.19789769583777445,0.9339608765994999
0.1976018019003024,0.9332990145609649
0.19806167881227377,0.9328577731405747
0.19737089294866264,0.9332254743344609
0.19368667659643013,0.933887336372996
0.19589302801434075,0.9332990145609649
0.19579658554303925,0.9324900720080552
0.19448076752261706,0.932490072069422
0.1977990042899861,0.9303574055008089
0.19386018137950936,0.9329313134284454
