NN5 loss,NN5 acc
0.4279552242750279,0.8516693631504052
0.37233566252041045,0.8727754081570238
0.3554999086677651,0.8813796146492131
0.33769516671189564,0.8869686718459759
0.32212303114877167,0.8904986027444631
0.31252691065989835,0.8945433151758775
0.30424258702028184,0.8968966024503022
0.2975156843741162,0.8992498896984269
0.28685993573773977,0.904912487112927
0.2843456578760537,0.9071186939255773
0.2709428857886488,0.9077070157463751
0.27116099651560466,0.9093984409559648
0.260264045511612,0.9133696131521085
0.2601709681225973,0.9141050154522142
0.2549931570692507,0.9140314752169437
0.2499423736832671,0.9160170613325489
0.253796404800462,0.9134431534136792
0.2480695585430256,0.9161641417943234
0.24412143374211753,0.9177820267423424
0.23942938937603822,0.9196940726665105
0.24054935998181276,0.917193704965378
0.24318083453825387,0.9196205324400065
0.2371232759003114,0.9210913369350178
0.2370611433225233,0.9208707162555061
0.23177192335616037,0.9207236358024983
0.23289715335954372,0.9210177967085139
0.23450656175604637,0.9190322106279754
0.2328980236660384,0.9200617737639633
0.22830000930909708,0.9227092219444036
0.2280229865750735,0.9229298425976152
0.22839155402415323,0.9234446241831425
0.22800127776611692,0.9238858655772326
0.22414648961996328,0.9246948080600088
0.22783366535617808,0.9241064862479776
0.2195829413738088,0.9252095896455361
0.2263525201960826,0.9235181644359465
0.22414794502880384,0.9248418884867166
0.22580188733064913,0.9258714516577712
0.22561597606683062,0.9248418885130166
0.2171874885011866,0.9258714516577712
0.21932545287203378,0.9262391527902907
0.21625360509659863,0.9264597734961024
0.21552602911253224,0.9259449919105751
0.21384820064488957,0.9264597734698024
0.21770252587975325,0.9255772907780556
0.21726901371841273,0.92528312987204
0.21367754177155435,0.9269745550903963
0.21557288151056314,0.9261656125637867
0.21436098015453908,0.9271951757611413
0.21168418544884166,0.9297690836887778
0.2137760163637834,0.9292543021032504
0.21344739725781217,0.928151198679392
0.2091921035746631,0.9268274746286218
0.21157891810014856,0.9279305780261803
0.21128696517188472,0.9282247389321959
0.20942246151208913,0.9283718193589037
0.20799320890287526,0.9278570377996764
0.2094999079008035,0.9273422562141491
0.21091250510255385,0.9285188998382115
0.20795393221223857,0.9278570377733764
0.2077015811361834,0.9278570377996764
0.20842716778673867,0.9283718193589037
0.20684142238599515,0.9290336814237388
0.2080571218691673,0.9302838652743051
0.21006437246282936,0.9291072216502427
0.20722279356413684,0.9294749227827622
0.20929459406051729,0.9276364171201648
0.20980048262142822,0.9292543021032504
0.20650040837951855,0.9295484630092661
0.2057813525984508,0.931019267513044
0.20411736422149482,0.9310928077658479
0.20496556902741803,0.9302838652743051
0.20537645880975064,0.9296955434622739
0.20349217360752403,0.9315340490985713
0.20549255914483144,0.9282982791586998
0.20713247038924812,0.9304309457273129
0.20505346919656905,0.9299161641417856
0.20396200481570456,0.9306515664068246
0.2000515123023533,0.9296220032357699
0.20315561783166472,0.9297690836887778
0.20496934275142165,0.9298426239152816
0.19999397665827673,0.9306515664068246
0.20142970689694167,0.9307251066333284
0.1983768731303067,0.9315340491248713
0.20004432806439706,0.9299161641417856
0.1981266096019538,0.931754669804383
0.19909965392223508,0.9324165318429181
0.19969773247941028,0.9322694513899102
0.1976267745473715,0.9313134284453596
0.19793654396387036,0.9327106927489337
0.19883411870794027,0.932490072069422
0.20227466912230319,0.931754669804383
0.19754569739890127,0.9339608765994999
0.19796404882263902,0.9321223709369025
0.2007557416263793,0.9326371525224297
0.19845705811530986,0.9330048536549492
0.199705847165465,0.9312398882188557
0.19635927387689786,0.9327842329754376
0.19757941657391553,0.9319752904575946
0.20074835781828237,0.9316075893513752
0.19620366929068006,0.9315340491248713
0.19614007660675564,0.9332254743344609
0.19843830689535824,0.9318282100308869
0.19610779313966445,0.9318282100308869
0.19882846479556862,0.9335931754669804
0.19517747386588666,0.932490072069422
0.19820826282418727,0.9310928077658479
0.1960207574778505,0.932490072069422
0.1956329658728327,0.9320488307103986
0.19495583093252702,0.9322694513899102
0.19644428567763883,0.9334460950139727
0.19720382217313984,0.932490072069422
0.19540588338498438,0.9327106927489337
0.19712777874003895,0.932490072069422
0.1953752022924222,0.9327842329754376
0.19886168317902456,0.9318282100308869
0.1969103067488701,0.9319752904838947
0.19791705908692397,0.9302838652743051
0.19538904336168936,0.932490072069422
0.19647549799144715,0.9328577732019414
0.1953250765230642,0.9347698190910428
0.19558038458322352,0.9335931754669804
0.19461200285140232,0.9335931754669804
0.19686753184572003,0.9318282100308869
0.19828481187271116,0.931754669804383
0.1932784754014187,0.9332254743344609
0.19368721422885757,0.933887336372996
0.1937197682033095,0.9344021179585233
0.19494915978797026,0.9345491984115311
0.1937642745708723,0.9342550375055155
0.19226783064073072,0.9351375202235623
0.19542238954249191,0.9335196352404765
0.19478097066923195,0.9330783938814532
0.19680395070148365,0.9340344168260039
0.19392001245771898,0.9330048536549492
0.19488698157633486,0.9330783938814532
0.19488806713655743,0.9330783938814532
0.19237994230710542,0.9332254743344609
0.1949328794595441,0.9329313134284454
0.1939023839161052,0.9342550375055155
0.1937113724060489,0.9340344168260039
0.19397070114643963,0.9335931754669804
0.19181283109042377,0.93528460067657
0.19343425594801708,0.9332254743344609
0.1950258059871777,0.9330783938814532
0.191362846494247,0.9338137961464922
0.1953111394981213,0.9326371525224297
0.19594103438062763,0.9340344168260039
0.19295882534031342,0.9334460950139727
0.19514044507371447,0.9343285777320194
0.19449631332340775,0.9315340491248713
0.1956884210647371,0.9327106927489337
0.19371537664821084,0.9325636122959259
0.19121653391293505,0.9342550375055155
0.1938975559771368,0.9341814972790117
0.19344285339586068,0.9332990145609649
0.19154744333603888,0.9344021179585233
0.19273569139772906,0.9336667156934844
0.1951419111751628,0.9337402559199882
0.19265671112580254,0.9350639799970584
0.19501931663722585,0.9338137961464922
0.19261242045030152,0.934622738638035
0.19330567014552263,0.933887336372996
0.1942879879215146,0.9335196352404765
0.19203251119741957,0.9350639799970584
0.19161334683852066,0.9354316811295779
0.19088385174039146,0.9341814972790117
0.19154535552643207,0.9346962788645389
0.19062964584454314,0.935358140903074
0.19254013196078798,0.933887336372996
0.19212618764423592,0.9338137961464922
0.19207031596717739,0.9341814972790117
0.19272653061027017,0.9332254743344609
0.19097858653182598,0.9339608765994999
0.19384321373858457,0.933151934107957
0.1940613454513242,0.9347698190910428
0.1910778255422276,0.9337402559199882
0.18976865527686484,0.9365347845271363
0.18906138670934985,0.9347698190910428
0.19250995698280152,0.9341814972790117
0.18941010332472238,0.936093543168113
0.18877373431012165,0.93528460067657
0.1913784030922977,0.9335931754669804
0.19119912449279802,0.9340344168260039
0.19012885645485605,0.9350639799970584
0.19440868530591757,0.9332990145609649
0.1888271268752502,0.9341814972790117
0.1883099123732555,0.9356523018090895
0.18751969791051307,0.9363141638476247
0.18862328487913438,0.936093543168113
0.18714092152993422,0.9354316811295779
0.1896046857214102,0.9355052213560818
0.18855560254532988,0.9349904397705545
0.18844186417086717,0.9361670833946169
0.1902596484866979,0.9356523018090895
0.18905594508921264,0.9358729224886012
0.18970112696154132,0.9350639799970584
0.18846006082993585,0.9364612443006325
0.19006937516107772,0.9349904397705545
0.18830570692322784,0.9339608765994999
