ResNet-3-512 loss,ResNet-3-512 acc
0.6090820251570808,0.8455555555555555
0.49736982266108193,0.8688888888888889
0.4459338545799255,0.8872222222222222
0.3969584523969226,0.8955555555555555
0.3759361929363675,0.8972222222222223
0.3551361327038871,0.9105555555555556
0.3352566245529387,0.9105555555555556
0.3308582618501451,0.91
0.30856430861685014,0.915
0.2922435834672716,0.9172222222222223
0.2904812001519733,0.9155555555555556
0.28305267704857723,0.9194444444444444
0.27324546721246507,0.9255555555555556
0.28027824183305106,0.9183333333333333
0.262163081963857,0.9205555555555556
0.2637181674109565,0.9205555555555556
0.2513167768716812,0.93
0.24632238629791472,0.9244444444444444
0.2497933586438497,0.9233333333333333
0.24770413431856367,0.9216666666666666
0.24419389774401984,0.9305555555555556
0.2372355677684148,0.9233333333333333
0.23208780593342251,0.93
0.23135125511222415,0.9311111111111111
0.23136118166976505,0.9244444444444444
0.2164012082417806,0.9333333333333333
0.22868372122446695,0.9322222222222222
0.2335394745071729,0.9266666666666666
0.228952527112431,0.9322222222222222
0.21199015650484296,0.9333333333333333
0.21537482460339863,0.9294444444444444
0.22149034685558744,0.93
0.21786026126808591,0.9305555555555556
0.21659161183569167,0.9327777777777778
0.21208857923746108,0.9322222222222222
0.21233794768651326,0.9294444444444444
0.20190612190299564,0.9361111111111111
0.2106138688325882,0.935
0.2069682107700242,0.9327777777777778
0.2035222816798422,0.9355555555555556
0.200657107896275,0.9422222222222222
0.21025281886259714,0.9333333333333333
0.20203069378932317,0.9388888888888889
0.20986604624324376,0.9311111111111111
0.2078193136718538,0.9333333333333333
0.2074636125564575,0.9355555555555556
0.210256652964486,0.9333333333333333
0.20872381319602332,0.9377777777777778
0.20227242598930995,0.9383333333333334
0.20446659061643813,0.935
0.20740248537725872,0.9366666666666666
0.20696769820319283,0.9372222222222222
0.20148989568154016,0.9366666666666666
0.20082412762774363,0.9405555555555556
0.20002671278185313,0.9383333333333334
0.2006571990251541,0.9388888888888889
0.19319936497343912,0.9405555555555556
0.20952229572667017,0.9344444444444444
0.20370389540990194,0.9383333333333334
0.2075458114511437,0.9394444444444444
0.20035214834743076,0.9377777777777778
0.20649392548534606,0.9333333333333333
0.20885417454772526,0.9383333333333334
0.19584065427382788,0.94
0.20296402220924695,0.9383333333333334
0.19622208880053627,0.9422222222222222
0.20131899863481523,0.9427777777777778
0.20067131867011387,0.9372222222222222
0.2018165900475449,0.9377777777777778
0.1953895505766074,0.9383333333333334
0.20410048415263493,0.9383333333333334
0.2011636244588428,0.9361111111111111
0.19318921589189106,0.9411111111111111
0.19012328661150402,0.9411111111111111
0.20846349802282121,0.9372222222222222
0.19899503231048585,0.9444444444444444
0.19651759795016713,0.9411111111111111
0.20339448069532712,0.9433333333333334
0.19637204844090675,0.9405555555555556
0.2036129570338461,0.9388888888888889
0.19615789317422444,0.9411111111111111
0.20242261326975292,0.9361111111111111
0.1985829835633437,0.9411111111111111
0.19483440260092416,0.9383333333333334
0.18990359268254703,0.9438888888888889
0.2028830612699191,0.9355555555555556
0.2030799627304077,0.9416666666666667
0.19242086235019895,0.9433333333333334
0.1891523504588339,0.9416666666666667
0.18789140588707395,0.9433333333333334
0.19489707837502163,0.9411111111111111
0.19976191674669583,0.9427777777777778
0.20194229713744588,0.9411111111111111
0.2074651230706109,0.9416666666666667
0.2046798567722241,0.9422222222222222
0.19932766755421957,0.9372222222222222
0.20659528688424164,0.9427777777777778
0.20263947364356782,0.9405555555555556
0.20296428610053327,0.9394444444444444
0.20618317420283952,0.94
0.19999047093921238,0.9427777777777778
0.20045655477378105,0.9394444444444444
0.19842430387934049,0.9405555555555556
0.20820356100797655,0.9438888888888889
0.20203557242949804,0.9416666666666667
0.19491783657007747,0.945
0.197941784709692,0.9377777777777778
0.1936578403082159,0.9405555555555556
0.2001896261009905,0.9438888888888889
0.19418817287517917,0.9427777777777778
0.19056889368428123,0.9411111111111111
0.19980802971455786,0.9394444444444444
0.20226870841450162,0.9416666666666667
0.19976723675926528,0.9394444444444444
0.20227758440706464,0.9383333333333334
0.20010978841947186,0.9394444444444444
0.20335702146093051,0.9394444444444444
0.206238890753852,0.9416666666666667
0.2027834114432335,0.9416666666666667
0.19918801340791914,0.9422222222222222
0.20668761259979673,0.9372222222222222
0.20700398330059316,0.9388888888888889
0.21139169961214066,0.9344444444444444
0.20033333013455074,0.9383333333333334
0.20082213636901644,0.9394444444444444
0.20711470661891832,0.9377777777777778
0.2065214088310798,0.9405555555555556
0.20715717570649253,0.9416666666666667
0.2098774973054727,0.9383333333333334
0.2042542267921898,0.94
0.20807389772600599,0.9383333333333334
0.20703156549069618,0.9377777777777778
0.20563614665634103,0.94
0.20751225675973628,0.9377777777777778
0.2011994171473715,0.9388888888888889
0.20777360315124194,0.9411111111111111
0.20730988351007304,0.9377777777777778
0.20288863353431225,0.9422222222222222
0.19963024945722685,0.9394444444444444
0.20131464805867938,0.9405555555555556
0.2010736543767982,0.9361111111111111
0.19655432106720078,0.9422222222222222
0.21592642192211417,0.94
0.21403031885623933,0.9355555555555556
0.21013251213563813,0.9361111111111111
0.19348593037989403,0.9455555555555556
0.21425238410631817,0.9427777777777778
0.20300412830379275,0.9405555555555556
0.20445721020301183,0.9422222222222222
0.2079954047832224,0.9383333333333334
0.19896837804052564,0.9394444444444444
0.19549230040775406,0.9438888888888889
0.20684202457467715,0.9422222222222222
0.20427525817106168,0.9405555555555556
0.19473273214366701,0.9455555555555556
0.19983020959628953,0.9388888888888889
0.20046505747569932,0.9444444444444444
0.1956211762626966,0.9422222222222222
0.19786088913679123,0.9444444444444444
0.20100879632764393,0.9416666666666667
0.19981003142893314,0.9427777777777778
0.2104996271017525,0.9366666666666666
0.20553973559704092,0.94
0.20361403402354983,0.9422222222222222
0.19952044734524357,0.9438888888888889
0.21127719585266377,0.9394444444444444
0.1997339007920689,0.9383333333333334
0.20462502613663675,0.9388888888888889
0.20277083106338978,0.94
0.19808714143931866,0.9411111111111111
0.20613003669513597,0.9383333333333334
0.19397892811232142,0.9405555555555556
0.19672690968960524,0.9427777777777778
0.19785768616116708,0.945
0.20539787279234992,0.9427777777777778
0.19645177249279286,0.9455555555555556
0.2000445701678594,0.9405555555555556
0.1982352225151327,0.9438888888888889
0.19791789065632556,0.9422222222222222
0.21233177511228454,0.9422222222222222
0.20234689654575455,0.9422222222222222
0.20467942895160782,0.9405555555555556
0.19994082901212903,0.9427777777777778
0.19374716516998078,0.9394444444444444
0.1986102853053146,0.9433333333333334
0.2018779989083608,0.9433333333333334
0.19600981165137557,0.945
0.20840621655186017,0.9416666666666667
0.19924600611958238,0.9411111111111111
0.19428858460651505,0.9411111111111111
0.19976159226563242,0.9405555555555556
0.2041530840181642,0.9461111111111111
0.20854461738632785,0.9422222222222222
0.1988698137220409,0.9416666666666667
0.1981111909283532,0.9416666666666667
0.20226004661785232,0.9433333333333334
0.20881337137685882,0.9427777777777778
0.20737987933887375,0.9372222222222222
0.20819511579142677,0.9416666666666667
0.21163972950643964,0.9383333333333334
0.2109854653560453,0.9394444444444444
0.2019421577370829,0.9411111111111111
0.20269719327489535,0.9411111111111111
0.20339958210786183,0.9411111111111111
0.21103980471690495,0.9427777777777778
0.2141710551165872,0.9366666666666666
0.20783590137958527,0.9377777777777778
0.2110291502210829,0.9388888888888889
0.21370039833916557,0.9394444444444444
0.21039430987503793,0.9405555555555556
0.21109053757455615,0.9394444444444444
0.21269622665312554,0.94
0.21571069449600247,0.9383333333333334
0.20429505171047316,0.9433333333333334
0.2064500287340747,0.9394444444444444
0.2046479833788342,0.9416666666666667
0.20754247582621044,0.9433333333333334
0.2056844159712394,0.9433333333333334
0.20828276755081282,0.9438888888888889
0.2075180660188198,0.9427777777777778
0.208011494576931,0.9427777777777778
0.2033891945415073,0.9405555555555556
0.20086997695681122,0.9433333333333334
0.20880197857817015,0.9438888888888889
0.21042203700376882,0.9416666666666667
0.20376624837517737,0.94
0.20896056447592046,0.9433333333333334
0.2081605671842893,0.9422222222222222
0.21024101837641662,0.9405555555555556
0.21111957491272026,0.9377777777777778
0.20634088625510533,0.9405555555555556
0.2123628169380956,0.9416666666666667
0.21814445348249542,0.9411111111111111
0.20589947272506026,0.94
0.20601391925993892,0.9444444444444444
0.21236624546349048,0.9427777777777778
0.21419205563763777,0.9416666666666667
0.21993299738400512,0.94
0.222901881908377,0.9388888888888889
0.22046706700490581,0.9405555555555556
0.2128395136528545,0.9388888888888889
0.21742627259757782,0.94
0.22652685190240543,0.94
0.22220913782715798,0.9372222222222222
0.21365609794855117,0.9388888888888889
0.21345761851304107,0.9422222222222222
0.21872211489412519,0.9411111111111111
0.22001125613020525,0.9372222222222222
0.2151259274284045,0.9394444444444444
0.22212500941836172,0.9355555555555556
0.2185126725708445,0.94
0.22145908164481323,0.9394444444444444
0.2155350922420621,0.9388888888888889
0.2162814503411452,0.9388888888888889
0.22120186843391923,0.9377777777777778
0.22266974088218477,0.9366666666666666
0.21751682338615258,0.9366666666666666
0.21367726883954472,0.94
0.22060344873203172,0.9372222222222222
0.2207127398997545,0.9361111111111111
0.21300064347684383,0.9361111111111111
0.21421060593591795,0.9433333333333334
