ResNet-OG-2-512 loss,ResNet-OG-2-512 acc
0.5942426424556309,0.8577777777777778
0.5221450548701816,0.8744444444444445
0.4403778008619944,0.8905555555555555
0.41189031614197624,0.8966666666666666
0.38234109772576225,0.9033333333333333
0.35738313284185197,0.9061111111111111
0.3348784257968267,0.9105555555555556
0.3267076739999983,0.9122222222222223
0.3157910545335876,0.9105555555555556
0.30040526270866397,0.9116666666666666
0.29191184480985005,0.9177777777777778
0.2830894320209821,0.9166666666666666
0.27926400886641606,0.9216666666666666
0.26768386363983154,0.9205555555555556
0.2705618339776993,0.9194444444444444
0.24670075217882792,0.9244444444444444
0.2552955287032657,0.9233333333333333
0.2561004630062315,0.9261111111111111
0.24721846169895595,0.9283333333333333
0.2451402775446574,0.9266666666666666
0.23292463421821594,0.9233333333333333
0.24307889805899727,0.9238888888888889
0.23205333030886122,0.9294444444444444
0.22816954301463233,0.9288888888888889
0.23965955118338267,0.9288888888888889
0.23135458886623383,0.9288888888888889
0.2233568016688029,0.9322222222222222
0.23370102869139778,0.9294444444444444
0.215910231868426,0.9344444444444444
0.21502633796797857,0.9338888888888889
0.20981435560517842,0.9322222222222222
0.2181540373298857,0.9311111111111111
0.2138530338803927,0.9305555555555556
0.2044371097948816,0.9383333333333334
0.21193042364385392,0.9333333333333333
0.21357488711675007,0.935
0.20963846835825178,0.9372222222222222
0.21152176406648424,0.9338888888888889
0.20448255174689822,0.9366666666666666
0.2094465805755721,0.93
0.2103986617591646,0.9316666666666666
0.2038927862048149,0.9305555555555556
0.20717774271965028,0.9322222222222222
0.21148469481203291,0.935
0.20350977652602725,0.9355555555555556
0.2000011761320962,0.9372222222222222
0.20190311905410555,0.9383333333333334
0.20139637622568343,0.9361111111111111
0.19920494308074316,0.9383333333333334
0.19996003382735783,0.9344444444444444
0.20328244176175858,0.9333333333333333
0.21080535643630557,0.93
0.2073754338754548,0.9294444444444444
0.2029250187675158,0.9333333333333333
0.20036279956499736,0.9344444444444444
0.19275227963924407,0.9383333333333334
0.19736356331242455,0.9355555555555556
0.2005769696500566,0.9361111111111111
0.19628109167019525,0.94
0.1907550122671657,0.9372222222222222
0.19363563282622231,0.9305555555555556
0.19421398662858538,0.9422222222222222
0.1955791551205847,0.9366666666666666
0.19974349836508434,0.9361111111111111
0.19366254223717583,0.9333333333333333
0.1986381158894963,0.9355555555555556
0.18816169222195944,0.94
0.19408622748321958,0.9383333333333334
0.19487306896183226,0.9388888888888889
0.1948803775012493,0.9361111111111111
0.19136245585150188,0.9405555555555556
0.19595449762211906,0.9322222222222222
0.1970873922937446,0.9372222222222222
0.1926376477546162,0.9422222222222222
0.20166049099630778,0.935
0.19576781498061285,0.9372222222222222
0.1997998802529441,0.9344444444444444
0.19707499815358057,0.9355555555555556
0.19960599397619566,0.9361111111111111
0.186690415110853,0.9355555555555556
0.1969680624206861,0.9361111111111111
0.18925648987293242,0.9411111111111111
0.1903945819205708,0.9383333333333334
0.19133648367391692,0.9411111111111111
0.18941593044333987,0.9394444444444444
0.1941003536681334,0.9366666666666666
0.18841912617286047,0.9383333333333334
0.19303278072012794,0.9383333333333334
0.19906251185470158,0.9344444444444444
0.1992891674902704,0.9377777777777778
0.18969811646474732,0.9355555555555556
0.19705508844719993,0.9355555555555556
0.20006379826201334,0.9388888888888889
0.18739201257626215,0.9416666666666667
0.19035372293657726,0.9438888888888889
0.19032692435714935,0.9411111111111111
0.1985459949241744,0.9366666666666666
0.19354430475168757,0.9427777777777778
0.1976338647471534,0.9388888888888889
0.20033072133858998,0.9416666666666667
0.19585706354843246,0.9372222222222222
0.19688672431641155,0.9361111111111111
0.19729238266746202,0.9394444444444444
0.19999582207865185,0.9361111111111111
0.19949863061308862,0.9372222222222222
0.19582070395350457,0.9372222222222222
0.19547721528344683,0.9344444444444444
0.19965051013562415,0.9366666666666666
0.20565405951605903,0.9344444444444444
0.19949018607536953,0.9366666666666666
0.20304396624366441,0.9383333333333334
0.2057488493124644,0.9338888888888889
0.20106257701913516,0.9377777777777778
0.2048276450898912,0.9327777777777778
0.19806704064210257,0.9327777777777778
0.2013172962102625,0.9405555555555556
0.19387224591440624,0.9377777777777778
0.19147383401791254,0.9388888888888889
0.1950508717695872,0.9383333333333334
0.20158526457018322,0.9344444444444444
0.19497311679853332,0.9372222222222222
0.19164866063329908,0.935
0.1923466521170404,0.9372222222222222
0.1981702809035778,0.9372222222222222
0.1956281775401698,0.9383333333333334
0.19661530961592993,0.9416666666666667
0.19773234414557617,0.9405555555555556
0.1932673184408082,0.9444444444444444
0.19422131813234753,0.9411111111111111
0.19143309101462364,0.9383333333333334
0.1981787918176916,0.9388888888888889
0.20213871581686868,0.9427777777777778
0.20312822568747732,0.9416666666666667
0.20356259206930796,0.9377777777777778
0.19419446208410793,0.9394444444444444
0.19541095122694968,0.9405555555555556
0.19224699685970942,0.9438888888888889
0.19209755565557216,0.94
0.1919590753648016,0.9433333333333334
